isoform_id,reference_isoform_id,ensembl_gene_id,category,ref_orf_length,comp_orf_length,n_downstream_ejc,n_ct_nmd,max_nmd_logfc
ENST00000302350.4,ENST00000504169.2,ENSG00000168564,truncated_no_ejc,1740,378,0,4,3.489
ENST00000308344.10,ENST00000401528.5,ENSG00000106404,no_downstream_ejc,684,684,0,4,1.557
ENST00000309877.11,ENST00000377139.8,ENSG00000126456,no_downstream_ejc,1281,1281,0,4,0.54
ENST00000319826.8,ENST00000311549.11,ENSG00000122026,no_downstream_ejc,480,480,0,4,2.887
ENST00000330123.9,ENST00000600228.6,ENSG00000204611,truncated_no_ejc,2343,222,0,3,0.806
ENST00000336990.8,ENST00000590956.5,ENSG00000141391,no_downstream_ejc,246,246,0,4,3.616
ENST00000337304.2,ENST00000674920.3,ENSG00000128272,no_downstream_ejc,1053,1053,0,4,2.551
ENST00000337672.9,ENST00000431606.5,ENSG00000156603,truncated_no_ejc,732,582,0,4,3.236
ENST00000338130.7,ENST00000380455.11,ENSG00000124588,no_downstream_ejc,693,693,0,4,3.941
ENST00000339123.10,ENST00000305958.9,ENSG00000088826,truncated_no_ejc,1665,1506,0,4,1.719
ENST00000341991.7,ENST00000341426.9,ENSG00000008130,no_downstream_ejc,1338,1338,0,4,2.462
ENST00000344302.9,ENST00000298190.10,ENSG00000147121,no_downstream_ejc,498,513,0,4,1.34
ENST00000350027.8,ENST00000352967.9,ENSG00000143498,no_downstream_ejc,1350,1350,0,4,2.732
ENST00000354241.5,ENST00000349062.7,ENSG00000146833,truncated_no_ejc,1422,882,0,1,0.553
ENST00000355028.4,ENST00000317582.10,ENSG00000099968,truncated_no_ejc,1455,513,0,4,1.659
ENST00000356413.5,ENST00000342206.10,ENSG00000089289,no_downstream_ejc,1017,1017,0,4,1.386
ENST00000356836.10,ENST00000372324.6,ENSG00000117411,no_downstream_ejc,1116,1116,0,4,1.542
ENST00000357814.8,ENST00000580301.5,ENSG00000109065,no_downstream_ejc,618,621,0,4,1.584
ENST00000368002.8,ENST00000289865.12,ENSG00000143258,no_downstream_ejc,1695,1695,0,4,0.646
ENST00000368896.1,ENST00000368898.8,ENSG00000213185,no_downstream_ejc,282,282,0,4,1.965
ENST00000369102.5,ENST00000877313.1,ENSG00000118292,truncated_no_ejc,396,393,0,4,4.023
ENST00000369426.9,ENST00000235521.5,ENSG00000116874,truncated_no_ejc,1080,660,0,4,1.708
ENST00000369764.2,ENST00000224950.8,ENSG00000107960,no_downstream_ejc,1104,1104,0,4,0.606
ENST00000369808.7,ENST00000369807.6,ENSG00000013563,no_downstream_ejc,906,906,0,4,2.795
ENST00000369811.5,ENST00000369815.6,ENSG00000173915,no_downstream_ejc,174,174,0,4,1.418
ENST00000372116.5,ENST00000372133.8,ENSG00000096080,truncated_no_ejc,588,381,0,4,0.647
ENST00000372651.5,ENST00000447388.8,ENSG00000066136,no_downstream_ejc,1005,1005,0,4,3.674
ENST00000372652.5,ENST00000447388.8,ENSG00000066136,no_downstream_ejc,1005,1317,0,4,3.215
ENST00000375231.5,ENST00000223428.9,ENSG00000081386,no_downstream_ejc,2049,2049,0,4,2.926
ENST00000375771.5,ENST00000375766.8,ENSG00000162458,no_downstream_ejc,1119,1119,0,1,1.976
ENST00000376770.5,ENST00000376762.8,ENSG00000132879,no_downstream_ejc,672,765,0,1,0.961
ENST00000379155.9,ENST00000346365.9,ENSG00000164978,no_downstream_ejc,441,441,0,4,2.871
ENST00000379158.7,ENST00000346365.9,ENSG00000164978,no_downstream_ejc,441,441,0,4,2.664
ENST00000380241.7,ENST00000359276.9,ENSG00000047230,no_downstream_ejc,1758,1758,0,1,1.227
ENST00000380579.6,ENST00000359680.9,ENSG00000196459,no_downstream_ejc,420,420,0,4,3.194
ENST00000381812.5,ENST00000360779.4,ENSG00000125775,no_downstream_ejc,876,876,0,1,1.402
ENST00000391338.3,ENST00000505459.6,ENSG00000153037,truncated_no_ejc,432,303,0,4,3.243
ENST00000392623.5,ENST00000476133.6,ENSG00000189171,no_downstream_ejc,294,294,0,4,2.59
ENST00000393132.2,ENST00000344924.8,ENSG00000172331,no_downstream_ejc,777,777,0,4,1.229
ENST00000395048.6,ENST00000379727.8,ENSG00000140465,no_downstream_ejc,1536,1536,0,1,2.899
ENST00000396383.5,ENST00000396388.3,ENSG00000170892,no_downstream_ejc,930,930,0,4,4.108
ENST00000396648.6,ENST00000309377.9,ENSG00000166452,truncated_no_ejc,630,549,0,3,1.778
ENST00000396738.7,ENST00000409638.7,ENSG00000115661,no_downstream_ejc,915,915,0,4,2.81
ENST00000397873.6,ENST00000490103.6,ENSG00000100296,no_downstream_ejc,2049,2049,0,4,1.249
ENST00000398160.6,ENST00000358932.9,ENSG00000100814,no_downstream_ejc,831,831,0,4,2.141
ENST00000398226.8,ENST00000526049.6,ENSG00000131871,no_downstream_ejc,561,561,0,4,2.868
ENST00000400175.9,ENST00000237500.10,ENSG00000118680,no_downstream_ejc,516,516,0,4,1.693
ENST00000401406.3,ENST00000330029.6,ENSG00000184076,truncated_no_ejc,189,186,0,4,0.534
ENST00000401903.6,ENST00000316495.8,ENSG00000178381,no_downstream_ejc,435,540,0,3,2.569
ENST00000403744.7,ENST00000263246.8,ENSG00000100266,no_downstream_ejc,1458,1458,0,1,2.633
ENST00000406555.7,ENST00000371698.3,ENSG00000172889,no_downstream_ejc,819,819,0,1,4.198
ENST00000409182.1,ENST00000272937.10,ENSG00000144485,truncated_no_ejc,672,585,0,1,2.16
ENST00000409433.2,ENST00000393038.3,ENSG00000141378,no_downstream_ejc,537,537,0,4,2.207
ENST00000409512.5,ENST00000264170.9,ENSG00000115919,no_downstream_ejc,1395,1395,0,2,1.863
ENST00000409733.5,ENST00000264258.8,ENSG00000071082,no_downstream_ejc,375,375,0,4,1.563
ENST00000410024.5,ENST00000350033.8,ENSG00000144524,no_downstream_ejc,792,792,0,4,2.12
ENST00000413017.2,ENST00000381554.8,ENSG00000205758,truncated_no_ejc,1047,339,0,3,1.279
ENST00000413065.5,ENST00000248566.4,ENSG00000127922,no_downstream_ejc,210,267,0,1,2.083
ENST00000414829.2,ENST00000338045.7,ENSG00000169756,truncated_no_ejc,1161,351,0,1,1.171
ENST00000417220.6,ENST00000471971.6,ENSG00000041880,no_downstream_ejc,1599,1599,0,1,1.577
ENST00000417302.7,ENST00000311189.8,ENSG00000174775,truncated_no_ejc,567,510,0,4,1.589
ENST00000424495.2,ENST00000373033.6,ENSG00000112561,no_downstream_ejc,1428,1428,0,4,2.551
ENST00000426362.6,ENST00000268483.8,ENSG00000140830,no_downstream_ejc,447,447,0,3,1.913
ENST00000431002.6,ENST00000354588.8,ENSG00000162194,no_downstream_ejc,789,867,0,1,1.533
ENST00000435575.5,ENST00000435218.6,ENSG00000088726,truncated_no_ejc,609,471,0,1,1.067
ENST00000440960.6,ENST00000590956.5,ENSG00000141391,no_downstream_ejc,246,246,0,4,3.027
ENST00000455836.1,ENST00000261735.4,ENSG00000089248,truncated_no_ejc,783,159,0,4,2.498
ENST00000456318.6,ENST00000883700.1,ENSG00000163882,no_downstream_ejc,450,450,0,4,3.328
ENST00000461997.5,ENST00000489288.7,ENSG00000171792,truncated_no_ejc,714,672,0,4,3.219
ENST00000468145.1,ENST00000476320.6,ENSG00000186577,truncated_no_ejc,306,246,0,4,1.817
ENST00000474289.6,ENST00000454859.8,ENSG00000093144,no_downstream_ejc,903,903,0,4,2.732
ENST00000474295.5,ENST00000374303.7,ENSG00000117640,truncated_no_ejc,876,615,0,1,0.304
ENST00000475860.1,ENST00000391980.7,ENSG00000122085,truncated_no_ejc,1143,606,0,4,2.593
ENST00000477382.2,ENST00000436784.7,ENSG00000168237,truncated_no_ejc,1569,702,0,1,1.339
ENST00000478135.1,ENST00000255945.4,ENSG00000133574,truncated_no_ejc,987,102,0,1,3.115
ENST00000479907.1,ENST00000850624.1,ENSG00000170265,truncated_no_ejc,2013,1389,0,1,1.235
ENST00000481533.5,ENST00000476320.6,ENSG00000186577,no_downstream_ejc,306,306,0,4,1.049
ENST00000482061.6,ENST00000534941.2,ENSG00000174928,no_downstream_ejc,753,753,0,4,2.648
ENST00000482384.1,ENST00000234677.7,ENSG00000031698,truncated_no_ejc,1542,135,0,3,0.466
ENST00000489509.1,ENST00000313552.11,ENSG00000168395,truncated_no_ejc,720,618,0,4,1.631
ENST00000489519.1,ENST00000316948.9,ENSG00000160325,truncated_no_ejc,516,321,0,4,2.562
ENST00000489942.1,ENST00000333628.4,ENSG00000137267,truncated_no_ejc,1335,342,0,4,2.126
ENST00000492796.5,ENST00000357235.6,ENSG00000197622,no_downstream_ejc,237,237,0,4,1.47
ENST00000493894.1,ENST00000216085.12,ENSG00000100263,truncated_no_ejc,1158,282,0,4,1.978
ENST00000495579.5,ENST00000375203.8,ENSG00000213676,truncated_no_ejc,2109,954,0,1,0.542
ENST00000495746.5,ENST00000235521.5,ENSG00000116874,truncated_no_ejc,1080,576,0,4,0.685
ENST00000495776.5,ENST00000531828.5,ENSG00000117859,no_downstream_ejc,1713,1713,0,4,3.848
ENST00000498035.5,ENST00000340852.9,ENSG00000101294,truncated_no_ejc,1131,429,0,4,1.422
ENST00000503936.6,ENST00000337702.5,ENSG00000113638,truncated_no_ejc,786,240,0,4,1.596
ENST00000518235.5,ENST00000292586.11,ENSG00000161010,truncated_no_ejc,1029,687,0,3,1.863
ENST00000519088.5,ENST00000314787.8,ENSG00000254093,truncated_no_ejc,984,522,0,4,1.565
ENST00000520601.5,ENST00000220659.11,ENSG00000104221,truncated_no_ejc,1257,606,0,4,2.347
ENST00000521682.5,ENST00000340042.2,ENSG00000250571,truncated_no_ejc,1128,495,0,2,1.462
ENST00000524585.1,ENST00000246747.9,ENSG00000213465,no_downstream_ejc,552,582,0,4,1.498
ENST00000524944.5,ENST00000270176.10,ENSG00000142186,truncated_no_ejc,2424,2325,0,4,1.208
ENST00000527512.5,ENST00000532351.5,ENSG00000170631,no_downstream_ejc,,270,0,4,2.548
ENST00000527764.1,ENST00000474796.2,ENSG00000116871,truncated_no_ejc,2520,465,0,1,1.531
ENST00000529189.5,ENST00000532661.6,ENSG00000168056,no_downstream_ejc,777,777,0,3,1.758
ENST00000530054.1,ENST00000612612.5,ENSG00000259112,truncated_no_ejc,402,342,0,4,2.377
ENST00000531375.1,ENST00000398712.7,ENSG00000179526,truncated_no_ejc,1161,513,0,4,1.332
ENST00000531632.6,ENST00000334274.9,ENSG00000176148,no_downstream_ejc,1527,1527,0,1,1.339
ENST00000532401.1,ENST00000312562.7,ENSG00000175592,truncated_no_ejc,813,405,0,1,0.805
ENST00000532624.5,ENST00000532287.6,ENSG00000148950,truncated_no_ejc,498,333,0,4,2.043
ENST00000533603.5,ENST00000358171.8,ENSG00000149257,no_downstream_ejc,1254,1254,0,4,3.425
ENST00000534147.5,ENST00000309377.9,ENSG00000166452,no_downstream_ejc,630,630,0,4,1.441
ENST00000536889.1,ENST00000372677.8,ENSG00000133134,no_downstream_ejc,384,384,0,1,2.07
ENST00000537087.5,ENST00000229281.6,ENSG00000111678,truncated_no_ejc,378,291,0,1,1.374
ENST00000540550.6,ENST00000652027.2,ENSG00000123297,truncated_no_ejc,975,501,0,4,2.437
ENST00000547303.5,ENST00000346473.8,ENSG00000175197,no_downstream_ejc,507,507,0,4,4.367
ENST00000549117.5,ENST00000257857.9,ENSG00000135404,no_downstream_ejc,714,714,0,3,1.116
ENST00000552740.5,ENST00000346473.8,ENSG00000175197,no_downstream_ejc,507,507,0,4,2.158
ENST00000555943.1,ENST00000216297.7,ENSG00000092201,truncated_no_ejc,3141,249,0,4,1.277
ENST00000561516.5,ENST00000248098.8,ENSG00000206053,truncated_no_ejc,570,210,0,4,2.446
ENST00000565701.1,ENST00000343629.11,ENSG00000140950,truncated_no_ejc,1368,243,0,3,1.887
ENST00000566188.5,ENST00000219345.10,ENSG00000103066,truncated_no_ejc,1236,708,0,4,1.314
ENST00000569436.7,ENST00000219169.9,ENSG00000102898,no_downstream_ejc,381,381,0,4,1.344
ENST00000571688.6,ENST00000622633.5,ENSG00000189067,no_downstream_ejc,483,483,0,1,2.178
ENST00000572515.5,ENST00000313582.6,ENSG00000104825,truncated_no_ejc,1068,1014,0,4,1.138
ENST00000574357.1,ENST00000332439.5,ENSG00000182224,truncated_no_ejc,684,267,0,2,1.73
ENST00000575949.6,ENST00000640051.2,ENSG00000108433,truncated_no_ejc,636,429,0,4,1.975
ENST00000576201.5,ENST00000619711.5,ENSG00000187838,no_downstream_ejc,885,885,0,1,1.524
ENST00000579082.1,ENST00000245552.7,ENSG00000125458,truncated_no_ejc,603,375,0,4,2.591
ENST00000582136.5,ENST00000245543.6,ENSG00000125449,truncated_no_ejc,594,246,0,2,1.115
ENST00000582773.5,ENST00000335464.10,ENSG00000109066,truncated_no_ejc,1488,942,0,3,1.683
ENST00000583757.5,ENST00000580301.5,ENSG00000109065,truncated_no_ejc,618,417,0,4,3.064
ENST00000585630.5,ENST00000320936.9,ENSG00000099622,no_downstream_ejc,516,516,0,4,1.742
ENST00000586536.1,ENST00000304301.11,ENSG00000168101,truncated_no_ejc,633,576,0,4,3.454
ENST00000588475.1,ENST00000592976.5,ENSG00000177150,no_downstream_ejc,,498,0,4,2.021
ENST00000591099.6,ENST00000326631.7,ENSG00000104886,truncated_no_ejc,447,282,0,4,0.943
ENST00000592149.5,ENST00000590956.5,ENSG00000141391,no_downstream_ejc,246,246,0,4,4.039
ENST00000593918.1,ENST00000474037.6,ENSG00000203326,truncated_no_ejc,1437,156,0,1,2.074
ENST00000595101.5,ENST00000263897.10,ENSG00000053501,truncated_no_ejc,777,405,0,2,2.057
ENST00000596989.1,ENST00000300619.12,ENSG00000167232,truncated_no_ejc,3573,288,0,3,1.858
ENST00000600406.2,ENST00000200453.6,ENSG00000087074,truncated_no_ejc,2022,1857,0,4,1.635
ENST00000601521.5,ENST00000196551.8,ENSG00000083845,no_downstream_ejc,612,612,0,4,3.347
ENST00000608949.5,ENST00000343776.10,ENSG00000181450,truncated_no_ejc,1575,228,0,4,2.333
ENST00000613575.4,ENST00000274695.8,ENSG00000145996,truncated_no_ejc,1737,291,0,4,4.017
ENST00000619373.5,ENST00000622447.5,ENSG00000268350,no_downstream_ejc,639,639,0,3,1.591
ENST00000620307.4,ENST00000598087.4,ENSG00000269226,no_downstream_ejc,135,240,0,2,1.57
ENST00000621355.4,ENST00000305958.9,ENSG00000088826,no_downstream_ejc,1665,1755,0,4,2.259
ENST00000622488.6,ENST00000336125.6,ENSG00000185829,truncated_no_ejc,531,264,0,3,0.921
ENST00000628176.2,ENST00000303391.11,ENSG00000169057,truncated_no_ejc,1458,516,0,3,0.913
ENST00000628419.2,ENST00000479950.5,ENSG00000124596,truncated_no_ejc,456,258,0,3,1.024
ENST00000644701.1,ENST00000348513.12,ENSG00000073584,truncated_no_ejc,1233,1089,0,3,1.08
ENST00000651077.1,ENST00000585675.6,ENSG00000119559,truncated_no_ejc,354,258,0,4,1.469
ENST00000674967.1,ENST00000675838.1,ENSG00000288637,no_downstream_ejc,2694,2694,0,1,2.512
ENST00000680970.1,ENST00000571456.2,ENSG00000141252,no_downstream_ejc,249,318,0,1,1.75
ENST00000683569.1,ENST00000359680.9,ENSG00000196459,no_downstream_ejc,420,420,0,4,3.022
ENST00000687830.1,ENST00000369839.4,ENSG00000148835,truncated_no_ejc,2400,873,0,1,1.928
ENST00000691867.1,ENST00000607778.2,ENSG00000272047,no_downstream_ejc,213,213,0,4,2.169
ENST00000695323.1,ENST00000253686.7,ENSG00000131368,truncated_no_ejc,519,336,0,4,1.439
ENST00000704027.1,ENST00000200453.6,ENSG00000087074,no_downstream_ejc,2022,2022,0,4,1.546
ENST00000718482.1,ENST00000280571.10,ENSG00000150977,truncated_no_ejc,633,615,0,4,1.853
ENST00000853122.1,ENST00000379727.8,ENSG00000140465,no_downstream_ejc,1536,1536,0,1,2.03
ENST00000853275.1,ENST00000264735.4,ENSG00000127252,no_downstream_ejc,504,504,0,1,1.765
ENST00000855443.1,ENST00000282841.9,ENSG00000152904,no_downstream_ejc,900,900,0,4,0.577
ENST00000857035.1,ENST00000366513.9,ENSG00000162852,no_downstream_ejc,2175,2175,0,1,1.835
ENST00000858099.1,ENST00000476320.6,ENSG00000186577,no_downstream_ejc,306,306,0,3,2.359
ENST00000858113.1,ENST00000368211.8,ENSG00000143314,no_downstream_ejc,648,648,0,4,3.891
ENST00000858449.1,ENST00000393306.6,ENSG00000140961,no_downstream_ejc,1431,1431,0,3,1.334
ENST00000859531.1,ENST00000297661.9,ENSG00000165006,no_downstream_ejc,1506,1506,0,3,0.589
ENST00000860003.1,ENST00000610745.5,ENSG00000138061,no_downstream_ejc,1629,1629,0,2,1.018
ENST00000860910.1,ENST00000272133.4,ENSG00000143786,truncated_no_ejc,480,432,0,1,1.517
ENST00000862145.1,ENST00000317402.11,ENSG00000178295,no_downstream_ejc,2724,2724,0,1,3.181
ENST00000862571.1,ENST00000350777.7,ENSG00000172273,no_downstream_ejc,1551,1551,0,4,1.868
ENST00000862677.1,ENST00000322927.3,ENSG00000198026,no_downstream_ejc,4026,4026,0,4,2.635
ENST00000862678.1,ENST00000322927.3,ENSG00000198026,truncated_no_ejc,4026,4023,0,4,2.085
ENST00000863473.1,ENST00000370783.8,ENSG00000101928,truncated_no_ejc,639,477,0,4,1.592
ENST00000863519.1,ENST00000226796.7,ENSG00000109534,no_downstream_ejc,651,651,0,4,2.368
ENST00000863524.1,ENST00000226796.7,ENSG00000109534,no_downstream_ejc,651,651,0,4,4.394
ENST00000863601.1,ENST00000554546.5,ENSG00000133961,no_downstream_ejc,1776,1920,0,1,2.031
ENST00000864335.1,ENST00000337554.8,ENSG00000100300,no_downstream_ejc,507,507,0,4,2.275
ENST00000865046.1,ENST00000429711.7,ENSG00000144713,no_downstream_ejc,405,405,0,4,2.962
ENST00000865480.1,ENST00000221554.13,ENSG00000104957,no_downstream_ejc,1188,1188,0,4,2.623
ENST00000865481.1,ENST00000221554.13,ENSG00000104957,no_downstream_ejc,1188,1188,0,4,2.649
ENST00000868558.1,ENST00000368898.8,ENSG00000213185,no_downstream_ejc,282,282,0,3,4.129
ENST00000872053.1,ENST00000331242.12,ENSG00000135164,no_downstream_ejc,2280,2280,0,4,3.405
ENST00000874560.1,ENST00000258418.10,ENSG00000135932,no_downstream_ejc,1023,1023,0,4,2.183
ENST00000877303.1,ENST00000877313.1,ENSG00000118292,no_downstream_ejc,396,396,0,4,4.302
ENST00000877305.1,ENST00000877313.1,ENSG00000118292,truncated_no_ejc,396,393,0,2,3.841
ENST00000882775.1,ENST00000316950.11,ENSG00000196437,no_downstream_ejc,2058,2058,0,4,3.017
ENST00000883208.1,ENST00000345317.7,ENSG00000005020,no_downstream_ejc,1077,1077,0,2,1.834
ENST00000883329.1,ENST00000399134.5,ENSG00000214860,truncated_no_ejc,903,807,0,2,2.056
ENST00000883704.1,ENST00000883700.1,ENSG00000163882,no_downstream_ejc,450,450,0,4,2.962
ENST00000884058.1,ENST00000370406.8,ENSG00000197021,no_downstream_ejc,474,474,0,4,1.606
ENST00000884094.1,ENST00000279839.8,ENSG00000150316,no_downstream_ejc,687,687,0,4,3.111
ENST00000888306.1,ENST00000397120.8,ENSG00000213983,no_downstream_ejc,2355,2355,0,1,1.964
ENST00000890596.1,ENST00000478048.5,ENSG00000196873,no_downstream_ejc,339,1125,0,1,1.84
ENST00000890598.1,ENST00000478048.5,ENSG00000196873,no_downstream_ejc,339,1038,0,4,2.168
ENST00000892072.1,ENST00000393038.3,ENSG00000141378,no_downstream_ejc,537,537,0,4,1.129
ENST00000892209.1,ENST00000380455.11,ENSG00000124588,no_downstream_ejc,693,693,0,4,2.973
ENST00000892444.1,ENST00000346365.9,ENSG00000164978,no_downstream_ejc,441,441,0,4,2.827
ENST00000893214.1,ENST00000358932.9,ENSG00000100814,no_downstream_ejc,831,831,0,3,0.915
ENST00000896001.1,ENST00000254101.4,ENSG00000131791,no_downstream_ejc,816,816,0,1,0.543
ENST00000896310.1,ENST00000302586.8,ENSG00000171097,no_downstream_ejc,1266,1266,0,2,1.685
ENST00000896482.1,ENST00000555044.6,ENSG00000119725,no_downstream_ejc,1434,1434,0,4,0.996
ENST00000897812.1,ENST00000378875.8,ENSG00000239382,no_downstream_ejc,714,714,0,2,1.482
ENST00000898816.1,ENST00000348411.3,ENSG00000068438,no_downstream_ejc,987,987,0,1,0.988
ENST00000899528.1,ENST00000399928.6,ENSG00000156265,no_downstream_ejc,426,426,0,4,2.43
ENST00000900354.1,ENST00000900351.1,ENSG00000173200,no_downstream_ejc,1599,1806,0,1,1.69
ENST00000901195.1,ENST00000298190.10,ENSG00000147121,truncated_no_ejc,498,495,0,3,1.189
ENST00000902615.1,ENST00000372886.6,ENSG00000168734,no_downstream_ejc,228,228,0,3,2.414
ENST00000903205.1,ENST00000438284.2,ENSG00000196639,no_downstream_ejc,1461,1461,0,1,1.082
ENST00000903209.1,ENST00000903208.1,ENSG00000166024,no_downstream_ejc,2334,2334,0,4,0.586
ENST00000903210.1,ENST00000903208.1,ENSG00000166024,no_downstream_ejc,2334,2334,0,1,0.797
ENST00000903212.1,ENST00000903208.1,ENSG00000166024,no_downstream_ejc,2334,2334,0,1,0.846
ENST00000903213.1,ENST00000903208.1,ENSG00000166024,no_downstream_ejc,2334,2334,0,1,0.668
ENST00000904806.1,ENST00000272424.11,ENSG00000144034,no_downstream_ejc,525,642,0,4,2.229
ENST00000904808.1,ENST00000272424.11,ENSG00000144034,no_downstream_ejc,525,525,0,4,2.495
ENST00000905588.1,ENST00000420209.2,ENSG00000164002,no_downstream_ejc,1119,1119,0,4,3.167
ENST00000905621.1,ENST00000279249.3,ENSG00000149798,no_downstream_ejc,630,630,0,1,1.551
ENST00000905804.1,ENST00000526415.5,ENSG00000087884,no_downstream_ejc,366,366,0,1,2.952
ENST00000905808.1,ENST00000526415.5,ENSG00000087884,no_downstream_ejc,366,366,0,3,2.793
ENST00000905813.1,ENST00000526415.5,ENSG00000087884,no_downstream_ejc,366,366,0,1,2.553
ENST00000907057.1,ENST00000907060.1,ENSG00000158301,no_downstream_ejc,2514,2514,0,4,1.142
ENST00000907071.1,ENST00000311549.11,ENSG00000122026,no_downstream_ejc,480,480,0,1,2.01
ENST00000908678.1,ENST00000336854.9,ENSG00000123395,no_downstream_ejc,654,654,0,4,3.335
ENST00000913716.1,ENST00000877313.1,ENSG00000118292,no_downstream_ejc,396,396,0,4,4.056
ENST00000937046.1,ENST00000368898.8,ENSG00000213185,no_downstream_ejc,282,282,0,3,2.756
ENST00000939343.1,ENST00000272424.11,ENSG00000144034,no_downstream_ejc,525,525,0,4,1.816
ENST00000939358.1,ENST00000272424.11,ENSG00000144034,no_downstream_ejc,525,525,0,4,3.7
ENST00000962863.1,ENST00000370602.6,ENSG00000155265,no_downstream_ejc,501,501,0,1,2.252
ENST00000964671.1,ENST00000607778.2,ENSG00000272047,no_downstream_ejc,213,213,0,4,2.346
