event_key	cell_type	event_type	gene_id	gene_symbol	n_form1_isos	n_form2_isos	form1_any_ptc	form2_any_ptc	form1_ptc_known	form2_ptc_known	ptc_differs	ptc_in_inclusion	ptc_in_skipping
DD:SE:33130	DD	SE	ENSG00000204427	ABHD16A	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:33306	DD	SE	ENSG00000038358	EDC4	1	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:33702	DD	SE	ENSG00000104219	ZDHHC2	8	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:33758	DD	SE	ENSG00000055147	FAM114A2	5	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:33946	DD	SE	ENSG00000134371	CDC73	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:33976	DD	SE	ENSG00000137074	APTX	12	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:34008	DD	SE	ENSG00000137074	APTX	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:34240	DD	SE	ENSG00000128789	PSMG2	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:34723	DD	SE	ENSG00000068394	GPKOW	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:35004	DD	SE	ENSG00000100596	SPTLC2	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:35013	DD	SE	ENSG00000103248	MTHFSD	2	9	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:35320	DD	SE	ENSG00000155368	DBI	1	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:SE:35358	DD	SE	ENSG00000120725	SIL1	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:35702	DD	SE	ENSG00000075131	TIPIN	10	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:35710	DD	SE	ENSG00000075131	TIPIN	10	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:35865	DD	SE	ENSG00000113615	SEC24A	8	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:36206	DD	SE	ENSG00000064651	SLC12A2	9	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:36266	DD	SE	ENSG00000122512	PMS2	10	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:36333	DD	SE	ENSG00000101213	PTK6	3	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:36426	DD	SE	ENSG00000065485	PDIA5	4	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:36430	DD	SE	ENSG00000065485	PDIA5	2	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:36491	DD	SE	ENSG00000090863	GLG1	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:36582	DD	SE	ENSG00000119682	AREL1	14	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:36732	DD	SE	ENSG00000165060	FXN	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:36878	DD	SE	ENSG00000104866	PPP1R37	5	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:36971	DD	SE	ENSG00000107104	KANK1	1	10	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:37059	DD	SE	ENSG00000164221	CCDC112	8	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:37145	DD	SE	ENSG00000146909	NOM1	3	8	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:37369	DD	SE	ENSG00000112679	DUSP22	3	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:37485	DD	SE	ENSG00000085365	SCAMP1	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:37510	DD	SE	ENSG00000135924	DNAJB2	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:37662	DD	SE	ENSG00000163162	RNF149	3	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:38224	DD	SE	ENSG00000162959	MEMO1	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:38234	DD	SE	ENSG00000162959	MEMO1	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:38237	DD	SE	ENSG00000162959	MEMO1	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:38277	DD	SE	ENSG00000107021	TBC1D13	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:38432	DD	SE	ENSG00000213246	SUPT4H1	2	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:SE:38482	DD	SE	ENSG00000135537	AFG1L	2	8	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:38489	DD	SE	ENSG00000135537	AFG1L	6	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:38490	DD	SE	ENSG00000135537	AFG1L	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:38501	DD	SE	ENSG00000135537	AFG1L	7	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:38712	DD	SE	ENSG00000254093	PINX1	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:39099	DD	SE	ENSG00000278845	MRPL45	2	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:39200	DD	SE	ENSG00000131732	ZCCHC9	1	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:SE:39236	DD	SE	ENSG00000106052	TAX1BP1	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:39332	DD	SE	ENSG00000153310	CYRIB	6	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:39484	DD	SE	ENSG00000164329	TENT2	12	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:39867	DD	SE	ENSG00000128923	MINDY2	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:39884	DD	SE	ENSG00000164347	GFM2	6	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:40414	DD	SE	ENSG00000114993	RTKN	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:40430	DD	SE	ENSG00000114993	RTKN	8	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:40520	DD	SE	ENSG00000183323	CCDC125	23	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:40524	DD	SE	ENSG00000183323	CCDC125	22	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:40603	DD	SE	ENSG00000145740	SLC30A5	6	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:40657	DD	SE	ENSG00000265190	ANXA8	8	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:40875	DD	SE	ENSG00000153914	SREK1	2	4	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:40927	DD	SE	ENSG00000106692	FKTN	2	11	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:41075	DD	SE	ENSG00000130348	QRSL1	1	6	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:41086	DD	SE	ENSG00000130348	QRSL1	9	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:41252	DD	SE	ENSG00000049167	ERCC8	1	9	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:41548	DD	SE	ENSG00000134352	IL6ST	3	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:41582	DD	SE	ENSG00000132196	HSD17B7	1	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:41705	DD	SE	ENSG00000121022	COPS5	1	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:42055	DD	SE	ENSG00000103264	FBXO31	6	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:42092	DD	SE	ENSG00000079387	SENP1	10	25	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:42516	DD	SE	ENSG00000082068	WDR70	8	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:42536	DD	SE	ENSG00000082068	WDR70	8	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:42658	DD	SE	ENSG00000152582	SPEF2	16	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:42668	DD	SE	ENSG00000141756	FKBP10	8	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:42712	DD	SE	ENSG00000113456	RAD1	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:42718	DD	SE	ENSG00000113456	RAD1	1	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:42899	DD	SE	ENSG00000087448	KLHL42	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:43000	DD	SE	ENSG00000134602	STK26	7	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:43140	DD	SE	ENSG00000115875	SRSF7	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:43149	DD	SE	ENSG00000147439	BIN3	1	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:43270	DD	SE	ENSG00000152359	POC5	10	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:43274	DD	SE	ENSG00000152359	POC5	1	11	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:43338	DD	SE	ENSG00000121957	GPSM2	9	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:43479	DD	SE	ENSG00000095319	NUP188	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:43480	DD	SE	ENSG00000095319	NUP188	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:43495	DD	SE	ENSG00000155393	HEATR3	20	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:43501	DD	SE	ENSG00000155393	HEATR3	21	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:43535	DD	SE	ENSG00000204564	C6orf136	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:43613	DD	SE	ENSG00000064703	DDX20	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:43710	DD	SE	ENSG00000178460	MCMDC2	19	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:43820	DD	SE	ENSG00000141497	ZMYND15	12	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:44021	DD	SE	ENSG00000172345	STARD5	1	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:44022	DD	SE	ENSG00000172345	STARD5	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:44161	DD	SE	ENSG00000146918	NCAPG2	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:44184	DD	SE	ENSG00000146918	NCAPG2	10	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:44257	DD	SE	ENSG00000188428	BLOC1S5	1	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:44363	DD	SE	ENSG00000112877	CEP72	10	6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:44434	DD	SE	ENSG00000115970	THADA	1	6	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:44515	DD	SE	ENSG00000164944	VIRMA	3	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:44543	DD	SE	ENSG00000054983	GALC	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:44596	DD	SE	ENSG00000132356	PRKAA1	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:44656	DD	SE	ENSG00000163660	CCNL1	2	8	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:44667	DD	SE	ENSG00000163660	CCNL1	2	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:44672	DD	SE	ENSG00000163660	CCNL1	6	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:44679	DD	SE	ENSG00000163069	SGCB	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:44735	DD	SE	ENSG00000100003	SEC14L2	4	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:44761	DD	SE	ENSG00000100003	SEC14L2	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:44765	DD	SE	ENSG00000100003	SEC14L2	4	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:44983	DD	SE	ENSG00000168310	IRF2	6	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:45162	DD	SE	ENSG00000182552	RWDD4	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:45174	DD	SE	ENSG00000164695	CHMP4C	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:45306	DD	SE	ENSG00000105677	TMEM147	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:45411	DD	SE	ENSG00000166685	COG1	4	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:45600	DD	SE	ENSG00000095383	TBC1D2	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:45781	DD	SE	ENSG00000109466	KLHL2	7	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:45793	DD	SE	ENSG00000109466	KLHL2	8	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:45889	DD	SE	ENSG00000170185	USP38	1	9	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:45945	DD	SE	ENSG00000145414	NAF1	1	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:45946	DD	SE	ENSG00000145414	NAF1	1	1	FALSE	FALSE	FALSE	TRUE	NA	FALSE	FALSE
DD:SE:46159	DD	SE	ENSG00000104412	EMC2	5	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:46252	DD	SE	ENSG00000147457	CHMP7	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:46254	DD	SE	ENSG00000147457	CHMP7	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:46309	DD	SE	ENSG00000121210	TMEM131L	11	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:46351	DD	SE	ENSG00000265354	TIMM23	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:46544	DD	SE	ENSG00000111707	SUDS3	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:46703	DD	SE	ENSG00000169189	NSMCE1	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:46921	DD	SE	ENSG00000134490	TMEM241	32	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:47121	DD	SE	ENSG00000155621	C9orf85	1	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:47463	DD	SE	ENSG00000164163	ABCE1	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:47567	DD	SE	ENSG00000153147	SMARCA5	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:47606	DD	SE	ENSG00000135698	MPHOSPH6	1	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:47610	DD	SE	ENSG00000135698	MPHOSPH6	2	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:47841	DD	SE	ENSG00000109586	GALNT7	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:48159	DD	SE	ENSG00000270647	TAF15	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:48161	DD	SE	ENSG00000270647	TAF15	7	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:48173	DD	SE	ENSG00000270647	TAF15	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:48490	DD	SE	ENSG00000171735	CAMTA1	2	2	FALSE	TRUE	FALSE	TRUE	NA	FALSE	TRUE
DD:SE:48665	DD	SE	ENSG00000023318	ERP44	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:48912	DD	SE	ENSG00000145390	USP53	1	5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:48932	DD	SE	ENSG00000145388	METTL14	3	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:48936	DD	SE	ENSG00000145388	METTL14	3	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:48963	DD	SE	ENSG00000176444	CLK2	8	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:48965	DD	SE	ENSG00000176444	CLK2	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:48971	DD	SE	ENSG00000176444	CLK2	2	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:48973	DD	SE	ENSG00000176444	CLK2	3	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:49087	DD	SE	ENSG00000116906	GNPAT	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:49230	DD	SE	ENSG00000157869	RAB28	3	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:49277	DD	SE	ENSG00000108039	XPNPEP1	4	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:49283	DD	SE	ENSG00000108039	XPNPEP1	1	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:49372	DD	SE	ENSG00000204576	PRR3	1	1	FALSE	FALSE	FALSE	TRUE	NA	FALSE	FALSE
DD:SE:49388	DD	SE	ENSG00000142751	GPN2	2	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:49404	DD	SE	ENSG00000160087	UBE2J2	1	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:49647	DD	SE	ENSG00000197818	SLC9A8	1	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:49649	DD	SE	ENSG00000197818	SLC9A8	8	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:49860	DD	SE	ENSG00000115548	KDM3A	2	4	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:49985	DD	SE	ENSG00000042445	RETSAT	8	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:50007	DD	SE	ENSG00000042445	RETSAT	3	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:50036	DD	SE	ENSG00000124226	RNF114	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:50470	DD	SE	ENSG00000004864	SLC25A13	6	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:51060	DD	SE	ENSG00000163013	FBXO41	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:51159	DD	SE	ENSG00000075292	ZNF638	3	4	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:51330	DD	SE	ENSG00000124357	NAGK	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:51362	DD	SE	ENSG00000165119	HNRNPK	5	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:51457	DD	SE	ENSG00000164068	RNF123	10	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:51579	DD	SE	ENSG00000163219	ARHGAP25	15	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:51807	DD	SE	ENSG00000143971	ETAA1	7	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:51833	DD	SE	ENSG00000198369	SPRED2	1	4	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:51835	DD	SE	ENSG00000198369	SPRED2	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:51877	DD	SE	ENSG00000138071	ACTR2	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:52051	DD	SE	ENSG00000131389	SLC6A6	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:52069	DD	SE	ENSG00000182872	RBM10	9	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:52256	DD	SE	ENSG00000134294	SLC38A2	3	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:52272	DD	SE	ENSG00000082515	MRPL22	2	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:52352	DD	SE	ENSG00000213983	AP1G2	15	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:52359	DD	SE	ENSG00000213983	AP1G2	11	8	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:52381	DD	SE	ENSG00000117151	CTBS	3	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:52417	DD	SE	ENSG00000131375	CAPN7	1	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:52422	DD	SE	ENSG00000131375	CAPN7	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:52452	DD	SE	ENSG00000124222	STX16	9	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:52533	DD	SE	ENSG00000005436	GCFC2	4	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:52538	DD	SE	ENSG00000005436	GCFC2	4	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:52601	DD	SE	ENSG00000138794	CASP6	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:52962	DD	SE	ENSG00000162869	PPP1R21	1	8	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:53018	DD	SE	ENSG00000015676	NUDCD3	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:53032	DD	SE	ENSG00000053371	AKR7A2	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:53086	DD	SE	ENSG00000068724	TTC7A	8	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:53198	DD	SE	ENSG00000068784	SRBD1	8	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:53384	DD	SE	ENSG00000114054	PCCB	2	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:53416	DD	SE	ENSG00000119471	HSDL2	3	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:53429	DD	SE	ENSG00000119471	HSDL2	1	5	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:53439	DD	SE	ENSG00000058056	USP13	5	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:53581	DD	SE	ENSG00000177106	EPS8L2	8	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:53790	DD	SE	ENSG00000163558	PRKCI	4	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:53805	DD	SE	ENSG00000163558	PRKCI	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:53992	DD	SE	ENSG00000171612	SLC25A33	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:54025	DD	SE	ENSG00000119787	ATL2	5	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:54069	DD	SE	ENSG00000258890	CEP95	5	7	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:54142	DD	SE	ENSG00000171566	PLRG1	3	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:54170	DD	SE	ENSG00000166839	ANKDD1A	10	13	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:54171	DD	SE	ENSG00000115446	UNC50	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:54190	DD	SE	ENSG00000239779	WBP1	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:54433	DD	SE	ENSG00000018699	TTC27	10	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:54841	DD	SE	ENSG00000146729	NIPSNAP2	2	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:54923	DD	SE	ENSG00000137947	GTF2B	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:55065	DD	SE	ENSG00000140650	PMM2	2	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:55074	DD	SE	ENSG00000140650	PMM2	1	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
