comparator_isoform_id	gene_id	reference_isoform_id	subclass	stop_tx_pos_used	in_last_exon	distance_to_start_nt	exon_length_at_stop_nt	within_50nt_of_last_ej	mashr_posterior_mean_logfc	chr	h5_split	our_model_prob
ENSG00000121775.19.novel8	ENSG00000121775.19	ENST00000441402.5	Control	1794	TRUE	1794	436	TRUE	-0.0318907286067523	chr1	test	0.4358531
ENSG00000121895.10.novel1	ENSG00000121895.10	ENST00000877062.1	NMD+/PTC+	589	FALSE	589	261	FALSE	3.99688636173294	chr4	val	0.65652514
ENSG00000121931.17.novel2	ENSG00000121931.17	ENST00000485275.2	NMD+/PTC-	1516	TRUE	1516	2155	TRUE	2.64111099668431	chr1	test	0.08171623
ENSG00000121931.17.novel7	ENSG00000121931.17	ENST00000485275.2	Control	1576	FALSE	1576	2932	FALSE	-0.00397679394394614	chr1	test	0.13216838
ENSG00000121957.16.novel8	ENSG00000121957.16	ENST00000264126.9	NMD+/PTC+	1741	FALSE	1741	177	FALSE	2.92274600328755	chr1	test	0.8558763
ENSG00000122068.14.novel1	ENSG00000122068.14	ENST00000241502.9	NMD+/PTC+	904	FALSE	904	173	FALSE	4.31229151486877	chr3	test	0.9868591
ENSG00000122068.14.novel2	ENSG00000122068.14	ENST00000241502.9	Control	935	FALSE	935	75	TRUE	-0.0250228232739897	chr3	test	0.689169
ENSG00000122335.18.novel1	ENSG00000122335.18	ENST00000642903.1	NMD+/PTC+	304	FALSE	304	137	FALSE	3.287748244279	chr6	train	0.8470731
ENSG00000122557.12.novel2	ENSG00000122557.12	ENST00000396081.5	NMD+/PTC+	1990	FALSE	1990	123	FALSE	2.6316718491434	chr7	test	0.5678466
ENSG00000122566.24.novel1	ENSG00000122566.24	ENST00000715986.1	NMD+/PTC+	2081	FALSE	2081	83	FALSE	3.22924166431307	chr7	test	0.9149957
ENSG00000122674.13.novel4	ENSG00000122674.13	ENST00000325974.9	NMD+/PTC+	640	FALSE	640	82	FALSE	4.10690323720107	chr7	test	0.99193317
ENSG00000122687.20.novel2	ENSG00000122687.20	ENST00000467199.5	Control	694	TRUE	694	1371	TRUE	0.0953488274081267	chr7	test	0.031281587
ENSG00000122707.13.novel12	ENSG00000122707.13	ENST00000377966.4	NMD+/PTC+	278	FALSE	278	104	FALSE	3.75281973771065	chr9	train	0.9729898
ENSG00000122707.13.novel5	ENSG00000122707.13	ENST00000377966.4	Control	815	TRUE	815	1487	TRUE	-0.0355826665084877			
ENSG00000122882.12.novel1	ENSG00000122882.12	ENST00000372979.9	NMD+/PTC+	1402	FALSE	1402	192	FALSE	4.98471104637877	chr10	train	0.9831214
ENSG00000122882.12.novel2	ENSG00000122882.12	ENST00000372979.9	Control	2261	TRUE	2261	464	TRUE	-0.0370319869532356	chr10	train	0.029639117
ENSG00000122912.16.novel1	ENSG00000122912.16	ENST00000609923.6	Control	997	TRUE	997	156	TRUE	-0.0569908114359552	chr10	train	0.055046983
ENSG00000122912.16.novel2	ENSG00000122912.16	ENST00000609923.6	NMD+/PTC+	446	FALSE	446	182	FALSE	0.95504593635063			
ENSG00000122952.18.novel3	ENSG00000122952.18	ENST00000361148.6	NMD+/PTC+	208	FALSE	208	366	FALSE	2.25064801767639	chr10	train	0.8815771
ENSG00000122970.17.novel1	ENSG00000122970.17	ENST00000242591.10	Control	1459	TRUE	1459	1518	TRUE	-0.0518343436113409	chr12	train	0.018893166
ENSG00000122970.17.novel2	ENSG00000122970.17	ENST00000242591.10	NMD+/PTC+	1371	FALSE	1371	147	FALSE	2.98032581505006	chr12	train	0.9895355
ENSG00000123130.18.novel7	ENSG00000123130.18	ENST00000379303.10	NMD+/PTC+	846	FALSE	846	68	FALSE	4.83577789351393	chrX	train	0.98680437
ENSG00000123178.17.novel1	ENSG00000123178.17	ENST00000378195.6	NMD+/PTC+	780	FALSE	780	129	FALSE	2.68012146625717	chr13	train	0.5055647
ENSG00000123213.24.novel2	ENSG00000123213.24	ENST00000380985.10	Control	2284	TRUE	2284	3166	TRUE	0.0561397671479993	chr5	test	0.03045775
ENSG00000123213.24.novel3	ENSG00000123213.24	ENST00000380985.10	NMD+/PTC+	1230	FALSE	1230	202	FALSE	4.73780654688149	chr5	test	0.98395604
ENSG00000123240.18.novel3	ENSG00000123240.18	ENST00000378747.8	NMD+/PTC+	454	FALSE	454	297	FALSE	3.38462362288715	chr10	train	0.8470853
ENSG00000123342.17.novel1	ENSG00000123342.17	ENST00000322569.9	Control	1326	FALSE	1326	165	FALSE	0.0360316413369573	chr12	train	0.3118089
ENSG00000123342.17.novel2	ENSG00000123342.17	ENST00000322569.9	NMD+/PTC+	518	FALSE	518	216	FALSE	1.98423860017226	chr12	train	0.95133805
ENSG00000123352.19.novel1	ENSG00000123352.19	ENST00000549375.5	NMD+/PTC+	1756	FALSE	1756	59	FALSE	3.38363025749168	chr12	train	0.9512954
ENSG00000123352.19.novel29	ENSG00000123352.19	ENST00000549375.5	Control	1315	TRUE	1315	478	TRUE	0.0697028413306195	chr12	train	0.11824933
ENSG00000123983.16.novel1	ENSG00000123983.16	ENST00000392066.7	NMD+/PTC+	1743	FALSE	1743	75	FALSE	3.67879911599277	chr2	val	0.97534436
ENSG00000123989.16.novel2	ENSG00000123989.16	ENST00000243776.11	Control	4133	TRUE	4133	1865	TRUE	-0.0395996340415203	chr2	val	0.1571714
ENSG00000124222.24.novel1	ENSG00000124222.24	ENST00000371132.8	NMD+/PTC+	1223	FALSE	1223	92	FALSE	1.73498745290482	chr20	train	0.9502619
ENSG00000124275.16.novel1	ENSG00000124275.16	ENST00000440940.7	NMD+/PTC+	386	FALSE	386	118	FALSE	2.81501350241644	chr5	test	0.987025
ENSG00000124508.18.novel1	ENSG00000124508.18	ENST00000356709.9	NMD+/PTC-	1756	TRUE	1756	2505	TRUE	1.86138183946944	chr6	train	0.023938494
ENSG00000124786.14.novel1	ENSG00000124786.14	ENST00000710437.1	NMD+/PTC+	1114	FALSE	1114	108	FALSE	3.15569618849243	chr6	train	0.9480381
ENSG00000125447.19.novel1	ENSG00000125447.19	ENST00000537686.6	Control	2300	TRUE	2300	2171	TRUE	0.0744248805124143	chr17	train	0.09114994
ENSG00000125447.19.novel2	ENSG00000125447.19	ENST00000537686.6	NMD+/PTC+	653	FALSE	653	196	FALSE	4.28244211856278	chr17	train	0.99334645
ENSG00000125459.19.novel1	ENSG00000125459.19	ENST00000245564.8	Control	1761	TRUE	1761	2734	TRUE	0.00688353120833081	chr1	test	0.05337995
ENSG00000125459.19.novel2	ENSG00000125459.19	ENST00000245564.8	NMD+/PTC+	610	FALSE	610	55	FALSE	4.62534309590213	chr1	test	0.99308175
ENSG00000125731.14.novel1	ENSG00000125731.14	ENST00000245908.11	Control	1729	TRUE	1729	597	TRUE	-0.0592912722186876	chr19	train	0.09698828
ENSG00000125731.14.novel2	ENSG00000125731.14	ENST00000245908.11	NMD+/PTC+	2010	FALSE	2010	198	FALSE	4.13575893154388	chr19	train	0.94383293
ENSG00000125733.19.novel2	ENSG00000125733.19	ENST00000313285.12	NMD+/PTC+	1126	FALSE	1126	110	FALSE	4.64926105981396	chr19	train	0.9950246
ENSG00000125753.16.novel1	ENSG00000125753.16	ENST00000245932.11	Control	1650	TRUE	1650	1703	TRUE	-0.0148379235010305	chr19	train	0.80963624
ENSG00000125753.16.novel8	ENSG00000125753.16	ENST00000245932.11	NMD+/PTC+	1193	FALSE	1193	50	FALSE	4.59209183293585	chr19	train	0.6333768
ENSG00000125812.17.novel1	ENSG00000125812.17	ENST00000338121.10	Control	2271	TRUE	2271	2929	TRUE	-0.0253684306066158	chr20	train	0.059189
ENSG00000125812.17.novel2	ENSG00000125812.17	ENST00000338121.10	NMD+/PTC+	1490	FALSE	1490	168	FALSE	2.88300363270049	chr20	train	0.88915545
ENSG00000125821.14.novel1	ENSG00000125821.14	ENST00000377452.4	Control	846	TRUE	846	566	TRUE	0.0196400796320495	chr20	train	0.010993768
ENSG00000125821.14.novel3	ENSG00000125821.14	ENST00000377452.4	NMD+/PTC+	617	FALSE	617	172	FALSE	3.07504452668606	chr20	train	0.820918
ENSG00000125977.8.novel1	ENSG00000125977.8	ENST00000374980.3	NMD+/PTC+	493	FALSE	493	127	FALSE	5.89024637243433	chr20	train	0.9973527
ENSG00000125977.8.novel28	ENSG00000125977.8	ENST00000374980.3	Control	710	FALSE	710	178	FALSE	-0.00823344114193984	chr20	train	0.13876468
ENSG00000126070.21.novel1	ENSG00000126070.21	ENST00000373191.9	NMD+/PTC+	1414	FALSE	1414	92	FALSE	1.99307938872178	chr1	test	0.29991886
ENSG00000126070.21.novel3	ENSG00000126070.21	ENST00000373191.9	Control	2894	TRUE	2894	980	TRUE	0.00114194171623225	chr1	test	0.048069563
ENSG00000126214.23.novel1	ENSG00000126214.23	ENST00000389744.8	NMD+/PTC+	2221	FALSE	2221	82	FALSE	3.27703714557129	chr14	train	0.8904158
ENSG00000126226.23.novel2	ENSG00000126226.23	ENST00000337344.9	NMD+/PTC+	1742	FALSE	1742	315	FALSE	4.34306601940439	chr13	train	0.7509444
ENSG00000126249.8.novel2	ENSG00000126249.8	ENST00000246535.4	Control	1365	TRUE	1365	181	TRUE	0.123754319274625	chr19	train	0.59331495
ENSG00000126460.12.novel1	ENSG00000126460.12	ENST00000246794.10	Control	778	TRUE	778	645	TRUE	-0.0136190176541014	chr19	train	0.054674927
ENSG00000126460.12.novel2	ENSG00000126460.12	ENST00000246794.10	NMD+/PTC+	489	FALSE	489	328	FALSE	1.82799684980836	chr19	train	0.90158236
ENSG00000126524.13.novel1	ENSG00000126524.13	ENST00000246868.7	Control	960	TRUE	960	313	TRUE	-0.0384499146545741	chr7	test	0.04958736
ENSG00000126787.14.novel6	ENSG00000126787.14	ENST00000247191.7	NMD+/PTC+	1990	FALSE	1990	190	FALSE	3.61104066816164	chr14	train	0.98362684
ENSG00000126790.13.novel10	ENSG00000126790.13	ENST00000247194.9	Control	764	FALSE	764	771	FALSE	0.0267459464016335	chr14	train	0.9417223
ENSG00000126790.13.novel4	ENSG00000126790.13	ENST00000247194.9	NMD+/PTC+	978	FALSE	978	987	FALSE	1.94881041376677	chr14	train	0.8458987
ENSG00000126858.20.novel9	ENSG00000126858.20	ENST00000333942.10	NMD+/PTC+	1815	FALSE	1815	52	FALSE	1.86119737429026	chr17	train	0.9628326
ENSG00000127022.17.novel5	ENSG00000127022.17	ENST00000247461.9	NMD+/PTC-	929	TRUE	929	2388	TRUE	1.63878099044026	chr5	test	0.29645663
ENSG00000127249.16.novel1	ENSG00000127249.16	ENST00000490925.5	Control	1195	TRUE	1195	530	TRUE	0.0329915019652146	chr3	test	0.12726526
ENSG00000127249.16.novel2	ENSG00000127249.16	ENST00000490925.5	NMD+/PTC+	2757	FALSE	2757	97	FALSE	3.71795687124448	chr3	test	0.9407812
ENSG00000127586.18.novel2	ENSG00000127586.18	ENST00000262315.14	NMD+/PTC+	1181	FALSE	1181	124	FALSE	2.7393594171509	chr16	train	0.9965424
ENSG00000127663.17.novel1	ENSG00000127663.17	ENST00000611640.4	NMD+/PTC-	1136	TRUE	1136	3829	TRUE	1.31454880451655	chr19	train	0.26979062
ENSG00000128191.18.novel10	ENSG00000128191.18	ENST00000351989.8	NMD+/PTC+	1700	FALSE	1700	283	FALSE	3.27145350008288	chr22	train	0.7498213
ENSG00000128191.18.novel11	ENSG00000128191.18	ENST00000351989.8	Control	3770	TRUE	3770	1853	TRUE	-0.0275929862193179	chr22	train	0.16256432
ENSG00000128309.19.novel2	ENSG00000128309.19	ENST00000429360.6	NMD+/PTC-	844	FALSE	844	97	TRUE	0.407295543061626	chr22	train	0.85851085
ENSG00000128513.17.novel1	ENSG00000128513.17	ENST00000668382.1	Control	2477	TRUE	2477	821	TRUE	0.0647688192515338	chr7	test	0.5815031
ENSG00000128513.17.novel2	ENSG00000128513.17	ENST00000668382.1	NMD+/PTC+	2180	FALSE	2180	92	FALSE	3.28967712022456	chr7	test	0.3685388
ENSG00000128654.15.novel79	ENSG00000128654.15	ENST00000249442.11	NMD+/PTC+	418	FALSE	418	77	FALSE	3.89560057030399	chr2	val	0.9489312
ENSG00000128683.15.novel1	ENSG00000128683.15	ENST00000344257.9	NMD+/PTC+	1090	FALSE	1090	86	FALSE	3.27134247969546	chr2	val	0.986871
ENSG00000128683.15.novel3	ENSG00000128683.15	ENST00000344257.9	Control	988	TRUE	988	191	TRUE	0.0921755298554406	chr2	val	0.10101918
ENSG00000128928.11.novel1	ENSG00000128928.11	ENST00000487418.8	Control	1488	FALSE	1488	433	FALSE	-0.00411783943813745	chr15	train	0.22062497
ENSG00000128928.11.novel6	ENSG00000128928.11	ENST00000487418.8	NMD+/PTC+	1041	FALSE	1041	160	FALSE	2.69342816389186	chr15	train	0.97018784
ENSG00000129071.11.novel2	ENSG00000129071.11	ENST00000429544.7	NMD+/PTC+	936	FALSE	936	75	FALSE	3.30205029918403	chr3	test	0.9409718
ENSG00000129195.17.novel1	ENSG00000129195.17	ENST00000572447.6	NMD+/PTC+	870	FALSE	870	369	FALSE	1.93243494167997	chr17	train	0.7274555
ENSG00000129451.13.novel1	ENSG00000129451.13	ENST00000358789.8	NMD+/PTC+	315	FALSE	315	275	FALSE	3.37651929187122	chr19	train	0.59919685
ENSG00000129484.15.novel1	ENSG00000129484.15	ENST00000250416.9	NMD+/PTC+	891	FALSE	891	113	FALSE	3.85922794135831	chr14	train	0.98744696
ENSG00000129484.15.novel4	ENSG00000129484.15	ENST00000250416.9	Control	1567	TRUE	1567	275	TRUE	-0.0511486489740578	chr14	train	0.20961495
ENSG00000129515.21.novel1	ENSG00000129515.21	ENST00000396526.7	Control	1202	TRUE	1202	2696	TRUE	-0.045350120260636	chr14	train	0.04927035
ENSG00000129515.21.novel2	ENSG00000129515.21	ENST00000396526.7	NMD+/PTC+	1049	FALSE	1049	87	FALSE	4.94013848944894	chr14	train	0.9692041
ENSG00000129657.17.novel21	ENSG00000129657.17	ENST00000436233.9	NMD+/PTC+	1054	FALSE	1054	190	FALSE	4.31551278763363	chr17	train	0.97023183
ENSG00000130023.17.novel3	ENSG00000130023.17	ENST00000418781.7	NMD+/PTC+	48	FALSE	48	1553	FALSE	3.88382183334522	chr6	train	0.40242472
ENSG00000130066.17.novel12	ENSG00000130066.17	ENST00000379270.5	Control	676	FALSE	676	1630	FALSE	0.099439151856879	chrX	train	0.4295372
ENSG00000130150.13.novel1	ENSG00000130150.13	ENST00000380492.8	Control	1304	TRUE	1304	1082	TRUE	-0.0445248060575111	chrX	train	0.0397717
ENSG00000130150.13.novel4	ENSG00000130150.13	ENST00000380492.8	NMD+/PTC+	1854	FALSE	1854	225	FALSE	2.09271436185096	chrX	train	0.73660046
ENSG00000130244.14.novel1	ENSG00000130244.14	ENST00000252530.10	NMD+/PTC+	91	FALSE	91	357	FALSE	2.19138589177944	chr19	train	0.7628726
ENSG00000130244.14.novel5	ENSG00000130244.14	ENST00000252530.10	Control	1261	TRUE	1261	338	TRUE	0.169414325506209	chr19	train	0.7043591
ENSG00000130309.13.novel26	ENSG00000130309.13	ENST00000593832.1	Control	1411	TRUE	1411	1986	TRUE	0.0529804873876698	chr19	train	0.17582594
ENSG00000130363.15.novel2	ENSG00000130363.15	ENST00000449822.6	Control	1441	TRUE	1441	1617	TRUE	0.0365031703488024	chr6	train	0.038129557
ENSG00000130363.15.novel3	ENSG00000130363.15	ENST00000449822.6	NMD+/PTC+	1061	FALSE	1061	142	FALSE	2.39312666018157	chr6	train	0.91873425
ENSG00000130479.12.novel1	ENSG00000130479.12	ENST00000324096.9	NMD+/PTC+	291	FALSE	291	83	FALSE	2.60250423305314	chr19	train	0.9149899
ENSG00000130517.15.novel2	ENSG00000130517.15	ENST00000269919.11	Control	717	TRUE	717	249	TRUE	-0.0511178153254287	chr19	train	0.0524952
ENSG00000130517.15.novel3	ENSG00000130517.15	ENST00000269919.11	NMD+/PTC+	756	FALSE	756	376	FALSE	2.54108966470506	chr19	train	0.91064256
ENSG00000130703.18.novel2	ENSG00000130703.18	ENST00000313733.9	Control	1158	TRUE	1158	348	TRUE	-0.013651327890598	chr20	train	0.07006872
ENSG00000130703.18.novel3	ENSG00000130703.18	ENST00000313733.9	NMD+/PTC+	1107	FALSE	1107	129	FALSE	4.71978406016991	chr20	train	0.98241687
ENSG00000130731.17.novel1	ENSG00000130731.17	ENST00000397666.6	NMD+/PTC+	1226	FALSE	1226	452	FALSE	1.18863627636916	chr16	train	0.3573799
ENSG00000130958.14.novel22	ENSG00000130958.14	ENST00000253270.13	NMD+/PTC+	611	FALSE	611	93	FALSE	3.70228034246078	chr9	train	0.99403787
ENSG00000131037.16.novel4	ENSG00000131037.16	ENST00000201647.11	NMD+/PTC+	340	FALSE	340	162	FALSE	5.16898885046041	chr19	train	0.79198533
ENSG00000131061.16.novel4	ENSG00000131061.16	ENST00000342427.6	NMD+/PTC+	1853	FALSE	1853	112	FALSE	1.99467180538583	chr20	train	0.96910983
ENSG00000131080.16.novel1	ENSG00000131080.16	ENST00000374719.8	NMD+/PTC+	694	FALSE	694	387	FALSE	2.23218092886259	chrX	train	0.812533
ENSG00000131373.16.novel1	ENSG00000131373.16	ENST00000456194.6	NMD+/PTC+	856	FALSE	856	113	FALSE	3.55502632984272	chr3	test	0.9683252
ENSG00000131389.19.novel1	ENSG00000131389.19	ENST00000622186.5	Control	983	TRUE	983	1066	TRUE	-0.116725109163392	chr3	test	0.18796462
ENSG00000131389.19.novel2	ENSG00000131389.19	ENST00000622186.5	NMD+/PTC+	1415	FALSE	1415	113	FALSE	2.43941141359646	chr3	test	0.9309239
ENSG00000131591.19.novel2	ENSG00000131591.19	ENST00000421241.7	Control	880	TRUE	880	1177	TRUE	-0.0135408266947213	chr1	test	0.09124489
ENSG00000131746.14.novel1	ENSG00000131746.14	ENST00000254051.11	NMD+/PTC+	752	FALSE	752	141	FALSE	6.57630448401736	chr17	train	0.64679074
ENSG00000131746.14.novel71	ENSG00000131746.14	ENST00000254051.11	Control	2333	FALSE	2333	959	FALSE	0.0634092848672713	chr17	train	0.22912312
ENSG00000131748.17.novel1	ENSG00000131748.17	ENST00000908874.1	NMD+/PTC+	1079	FALSE	1079	63	FALSE	2.95911354356503	chr17	train	0.96303976
ENSG00000131748.17.novel2	ENSG00000131748.17	ENST00000908874.1	Control	1740	TRUE	1740	1410	TRUE	-0.011131923499837	chr17	train	0.043619443
ENSG00000131773.15.novel1	ENSG00000131773.15	ENST00000704572.1	NMD+/PTC+	1510	FALSE	1510	150	FALSE	3.67303564189308	chr8	train	0.9202248
ENSG00000131773.15.novel3	ENSG00000131773.15	ENST00000704572.1	Control	1375	TRUE	1375	634	TRUE	0.122924685275717	chr8	train	0.04917222
ENSG00000131781.14.novel1	ENSG00000131781.14	ENST00000865849.1	Control	1252	FALSE	1252	73	TRUE	-0.000994519101150725	chr1	test	0.40835106
ENSG00000131781.14.novel7	ENSG00000131781.14	ENST00000865849.1	NMD+/PTC+	1060	FALSE	1060	353	FALSE	1.61912723492358	chr1	test	0.6922346
ENSG00000131966.15.novel1	ENSG00000131966.15	ENST00000254286.9	NMD+/PTC+	689	FALSE	689	80	FALSE	3.24783527051311	chr14	train	0.9714758
ENSG00000132254.14.novel1	ENSG00000132254.14	ENST00000423813.6	NMD+/PTC+	822	FALSE	822	74	FALSE	5.12739439428803	chr11	train	0.87563145
ENSG00000132254.14.novel2	ENSG00000132254.14	ENST00000423813.6	Control	1149	TRUE	1149	3201	TRUE	-0.0390287566633397	chr11	train	0.12016313
ENSG00000132275.12.novel20	ENSG00000132275.12	ENST00000534343.1	Control	3525	TRUE	3525	5192	TRUE	0.0589188427873514	chr11	train	0.7637879
ENSG00000132275.12.novel5	ENSG00000132275.12	ENST00000534343.1	NMD+/PTC+	881	FALSE	881	413	FALSE	2.47407223468831	chr11	train	0.8623415
ENSG00000132570.16.novel1	ENSG00000132570.16	ENST00000254908.11	NMD+/PTC+	962	FALSE	962	174	FALSE	2.74356859271464	chr5	test	0.9239135
ENSG00000132570.16.novel5	ENSG00000132570.16	ENST00000254908.11	Control	770	FALSE	770	745	FALSE	0.160333232034152	chr5	test	0.31805903
ENSG00000132600.19.novel4	ENSG00000132600.19	ENST00000897111.1	NMD+/PTC+	2340	FALSE	2340	172	FALSE	2.8125432864957	chr16	train	0.95448154
ENSG00000132600.19.novel7	ENSG00000132600.19	ENST00000897111.1	Control	3172	TRUE	3172	296	TRUE	0.0212900338482634	chr16	train	0.9800393
ENSG00000132604.12.novel1	ENSG00000132604.12	ENST00000254942.8	Control	1524	TRUE	1524	4691	TRUE	-0.0503286917289578	chr16	train	0.028295046
ENSG00000132604.12.novel2	ENSG00000132604.12	ENST00000254942.8	NMD+/PTC+	963	FALSE	963	220	FALSE	2.69771776566666	chr16	train	0.7952881
ENSG00000132635.18.novel2	ENSG00000132635.18	ENST00000360652.7	Control	1822	TRUE	1822	646	TRUE	-0.0604102798607707	chr20	train	0.045174368
ENSG00000132635.18.novel6	ENSG00000132635.18	ENST00000360652.7	NMD+/PTC+	897	FALSE	897	247	FALSE	2.471551808296	chr20	train	0.8905558
ENSG00000132664.14.novel2	ENSG00000132664.14	ENST00000377603.5	NMD+/PTC+	946	FALSE	946	68	FALSE	4.22298984173022	chr20	train	0.9696545
ENSG00000132680.12.novel1	ENSG00000132680.12	ENST00000368321.8	NMD+/PTC+	1611	FALSE	1611	92	FALSE	2.55986059166479	chr1	test	0.29667297
ENSG00000132680.12.novel7	ENSG00000132680.12	ENST00000368321.8	Control	1850	TRUE	1850	403	TRUE	-0.108006816231597	chr1	test	0.19964126
ENSG00000132768.15.novel18	ENSG00000132768.15	ENST00000255108.8	Control	2404	TRUE	2404	1641	TRUE	-0.0132300619831817	chr1	test	0.6332749
ENSG00000132842.17.novel29	ENSG00000132842.17	ENST00000255194.11	Control	1129	TRUE	1129	711	TRUE	-0.0185933325019405	chr5	test	0.036040887
ENSG00000132842.17.novel3	ENSG00000132842.17	ENST00000255194.11	NMD+/PTC+	2162	FALSE	2162	162	FALSE	3.19660709407849	chr5	test	0.99198955
ENSG00000132879.15.novel1	ENSG00000132879.15	ENST00000251547.10	Control	527	FALSE	527	362	FALSE	-0.0612560414223959	chr1	test	0.6777852
ENSG00000132879.15.novel2	ENSG00000132879.15	ENST00000251547.10	NMD+/PTC+	911	FALSE	911	179	FALSE	4.89520821159083	chr1	test	0.960051
ENSG00000132950.20.novel1	ENSG00000132950.20	ENST00000382907.8	NMD+/PTC+	2141	FALSE	2141	213	FALSE	3.00171559520875	chr13	train	0.91372633
ENSG00000132950.20.novel4	ENSG00000132950.20	ENST00000382907.8	Control	1259	TRUE	1259	804	TRUE	0.00720382910823511	chr13	train	0.06621633
ENSG00000132970.15.novel1	ENSG00000132970.15	ENST00000335327.6	NMD+/PTC+	1006	FALSE	1006	167	FALSE	2.99369943124394	chr13	train	0.95887166
ENSG00000133104.15.novel1	ENSG00000133104.15	ENST00000888914.1	NMD+/PTC+	1772	FALSE	1772	122	FALSE	4.98202720331492	chr13	train	0.98056465
ENSG00000133114.19.novel7	ENSG00000133114.19	ENST00000379151.9	NMD+/PTC+	315	FALSE	315	85	FALSE	3.24164927176408	chr13	train	0.9228865
ENSG00000133313.16.novel9	ENSG00000133313.16	ENST00000324262.9	NMD+/PTC+	917	FALSE	917	421	FALSE	4.45144889948041	chr18	train	0.9570244
ENSG00000133315.13.novel2	ENSG00000133315.13	ENST00000538595.1	NMD+/PTC+	1471	FALSE	1471	242	FALSE	2.10319588245379	chr11	train	0.89629865
ENSG00000133433.12.novel1	ENSG00000133433.12	ENST00000290765.9	NMD+/PTC+	350	FALSE	350	104	FALSE	2.43661289826132	chr22	train	0.9569268
ENSG00000133433.12.novel2	ENSG00000133433.12	ENST00000290765.9	Control	471	FALSE	471	2695	FALSE	-0.0184594216515912	chr22	train	0.4227334
ENSG00000133627.19.novel1	ENSG00000133627.19	ENST00000397282.2	NMD+/PTC+	510	FALSE	510	37	FALSE	3.15801490406035	chr7	test_paralog	0.9674261
ENSG00000133627.19.novel4	ENSG00000133627.19	ENST00000397282.2	Control	1121	TRUE	1121	1139	TRUE	0.00670820630004241	chr7	test_paralog	0.20725742
ENSG00000133731.11.novel2	ENSG00000133731.11	ENST00000256108.10	NMD+/PTC+	896	FALSE	896	32	FALSE	4.34164997575264	chr8	train	0.9448186
ENSG00000133818.15.novel1	ENSG00000133818.15	ENST00000526063.5	Control	815	TRUE	815	1518	TRUE	0.017255305078069	chr11	train	0.11863988
ENSG00000133818.15.novel3	ENSG00000133818.15	ENST00000526063.5	NMD+/PTC+	879	FALSE	879	140	FALSE	2.94117938355434	chr11	train	0.81997746
ENSG00000134086.11.novel3	ENSG00000134086.11	ENST00000256474.3	Control	755	FALSE	755	1152	FALSE	-0.066710833431071	chr3	test	0.45621502
ENSG00000134109.11.novel1	ENSG00000134109.11	ENST00000256497.9	NMD+/PTC+	1718	FALSE	1718	97	FALSE	2.47631864712149	chr3	test	0.9605062
ENSG00000134109.11.novel3	ENSG00000134109.11	ENST00000256497.9	Control	1668	TRUE	1668	4130	TRUE	-0.0523083679597344	chr3	test	0.108153
ENSG00000134146.13.novel8	ENSG00000134146.13	ENST00000256538.9	NMD+/PTC+	770	FALSE	770	139	FALSE	3.33019184126828	chr15	train	0.9793473
ENSG00000134255.17.novel1	ENSG00000134255.17	ENST00000357172.9	NMD+/PTC+	1057	FALSE	1057	145	FALSE	4.89680373381558	chr1	test	0.9118841
ENSG00000134255.17.novel3	ENSG00000134255.17	ENST00000357172.9	Control	1740	TRUE	1740	978	TRUE	0.10814870086429	chr1	test	0.072854586
ENSG00000134285.12.novel8	ENSG00000134285.12	ENST00000550765.6	NMD+/PTC-	1549	TRUE	1549	249	TRUE	2.52696098175474	chr12	train	0.77009034
ENSG00000134317.18.novel1	ENSG00000134317.18	ENST00000324907.14	Control	2070	TRUE	2070	1764	TRUE	0.00397328826576825	chr2	val	0.039338358
ENSG00000134317.18.novel4	ENSG00000134317.18	ENST00000324907.14	NMD+/PTC+	856	FALSE	856	157	FALSE	2.07624038570101	chr2	val	0.9770116
ENSG00000134339.10.novel3	ENSG00000134339.10	ENST00000528349.5	NMD+/PTC+	282	FALSE	282	99	FALSE	3.10080407539377	chr11	train	0.8210278
ENSG00000134461.17.novel1	ENSG00000134461.17	ENST00000191063.8	NMD+/PTC+	1126	FALSE	1126	395	FALSE	2.60109519918361	chr10	train	0.9665317
ENSG00000134461.17.novel5	ENSG00000134461.17	ENST00000191063.8	Control	1487	TRUE	1487	1723	TRUE	0.134304870055975	chr10	train	0.48049557
ENSG00000134480.18.novel1	ENSG00000134480.18	ENST00000256897.9	NMD+/PTC+	857	FALSE	857	112	FALSE	4.02407672830679	chr5	test	0.9503937
ENSG00000134602.17.novel55	ENSG00000134602.17	ENST00000394334.7	NMD+/PTC+	1687	FALSE	1687	63	FALSE	3.79758716631437	chrX	train	0.88985276
ENSG00000134809.10.novel1	ENSG00000134809.10	ENST00000257245.9	NMD+/PTC-	704	TRUE	704	456	TRUE	2.70960285651945	chr11	train	0.10078896
ENSG00000134897.15.novel6	ENSG00000134897.15	ENST00000257336.6	NMD+/PTC+	1616	FALSE	1616	87	FALSE	2.61258066525978	chr13	train	0.77777493
ENSG00000134996.13.novel1	ENSG00000134996.13	ENST00000346234.7	Control	1028	TRUE	1028	2774	TRUE	-0.030019747359495	chr9	train	0.8899783
ENSG00000134996.13.novel2	ENSG00000134996.13	ENST00000346234.7	NMD+/PTC+	631	FALSE	631	51	FALSE	3.82092293778554	chr9	train	0.94941324
ENSG00000135040.17.novel1	ENSG00000135040.17	ENST00000361671.10	NMD+/PTC+	969	FALSE	969	151	FALSE	5.46010696001219	chr9	train	0.996357
