comparator_isoform_id	nmdep_rule_score	nmdep_rule_leaf	nmdep_rule_call
ENSG00000117475.15.novel3	0.65	trigger_nmd	trigger
ENSG00000117480.17.novel3	0.65	trigger_nmd	trigger
ENSG00000117543.23.novel2	0.65	trigger_nmd	trigger
ENSG00000117543.23.novel4	0.65	trigger_nmd	trigger
ENSG00000117616.19.novel1	0.65	trigger_nmd	trigger
ENSG00000117616.19.novel2	0.41	long_exon	escape
ENSG00000117620.16.novel12	0.65	trigger_nmd	trigger
ENSG00000117650.14.novel1	0.65	trigger_nmd	trigger
ENSG00000117682.19.novel1	0	last_exon	escape
ENSG00000117748.11.novel1	0.65	trigger_nmd	trigger
ENSG00000118242.17.novel19	0.65	trigger_nmd	trigger
ENSG00000118242.17.novel20	0.41	long_exon	escape
ENSG00000118454.14.novel1	0	last_exon	escape
ENSG00000118454.14.novel4	0.65	trigger_nmd	trigger
ENSG00000118961.16.novel1	0.65	trigger_nmd	trigger
ENSG00000118965.17.novel1	0	last_exon	escape
ENSG00000118965.17.novel8	0.65	trigger_nmd	trigger
ENSG00000119403.16.novel2	0.65	trigger_nmd	trigger
ENSG00000119411.12.novel4	0.65	trigger_nmd	trigger
ENSG00000119599.19.novel4	0.41	long_exon	escape
ENSG00000119661.16.novel1	0.65	trigger_nmd	trigger
ENSG00000119965.13.novel1	0.65	trigger_nmd	trigger
ENSG00000119965.13.novel2	0	last_exon	escape
ENSG00000119977.23.novel2	0.65	trigger_nmd	trigger
ENSG00000120217.14.novel1	0	last_exon	escape
ENSG00000120217.14.novel2	0.65	trigger_nmd	trigger
ENSG00000120256.12.novel9	0.65	trigger_nmd	trigger
ENSG00000120451.11.novel1	0	last_exon	escape
ENSG00000120451.11.novel10	0.65	trigger_nmd	trigger
ENSG00000120685.21.novel1	0	last_exon	escape
ENSG00000120685.21.novel3	0.41	long_exon	escape
ENSG00000120837.9.novel1	0.65	trigger_nmd	trigger
ENSG00000120910.16.novel1	0.65	trigger_nmd	trigger
ENSG00000120925.17.novel2	0.65	trigger_nmd	trigger
ENSG00000120948.20.novel12	0	last_exon	escape
ENSG00000120948.20.novel79	0.65	trigger_nmd	trigger
ENSG00000121022.15.novel1	0	last_exon	escape
ENSG00000121022.15.novel4	0.65	trigger_nmd	trigger
ENSG00000121210.17.novel1	0	last_exon	escape
ENSG00000121210.17.novel3	0.65	trigger_nmd	trigger
ENSG00000121578.14.novel1	0.65	trigger_nmd	trigger
ENSG00000121621.8.novel1	0.65	trigger_nmd	trigger
ENSG00000121775.19.novel1	0	last_exon	escape
ENSG00000121775.19.novel8	0	last_exon	escape
ENSG00000121895.10.novel1	0.65	trigger_nmd	trigger
ENSG00000121931.17.novel2	0	last_exon	escape
ENSG00000121931.17.novel7	0.41	long_exon	escape
ENSG00000121957.16.novel8	0.65	trigger_nmd	trigger
ENSG00000122068.14.novel1	0.65	trigger_nmd	trigger
ENSG00000122068.14.novel2	0.2	50nt_rule	escape
ENSG00000122335.18.novel1	0.65	trigger_nmd	trigger
ENSG00000122557.12.novel2	0.65	trigger_nmd	trigger
ENSG00000122566.24.novel1	0.65	trigger_nmd	trigger
ENSG00000122674.13.novel4	0.65	trigger_nmd	trigger
ENSG00000122687.20.novel2	0	last_exon	escape
ENSG00000122707.13.novel12	0.65	trigger_nmd	trigger
ENSG00000122707.13.novel5	0	last_exon	escape
ENSG00000122882.12.novel1	0.65	trigger_nmd	trigger
ENSG00000122882.12.novel2	0	last_exon	escape
ENSG00000122912.16.novel1	0	last_exon	escape
ENSG00000122912.16.novel2	0.65	trigger_nmd	trigger
ENSG00000122952.18.novel3	0.41	long_exon	escape
ENSG00000122970.17.novel1	0	last_exon	escape
ENSG00000122970.17.novel2	0.65	trigger_nmd	trigger
ENSG00000123130.18.novel7	0.65	trigger_nmd	trigger
ENSG00000123178.17.novel1	0.65	trigger_nmd	trigger
ENSG00000123213.24.novel2	0	last_exon	escape
ENSG00000123213.24.novel3	0.65	trigger_nmd	trigger
ENSG00000123240.18.novel3	0.65	trigger_nmd	trigger
ENSG00000123342.17.novel1	0.65	trigger_nmd	trigger
ENSG00000123342.17.novel2	0.65	trigger_nmd	trigger
ENSG00000123352.19.novel1	0.65	trigger_nmd	trigger
ENSG00000123352.19.novel29	0	last_exon	escape
ENSG00000123983.16.novel1	0.65	trigger_nmd	trigger
ENSG00000123989.16.novel2	0	last_exon	escape
ENSG00000124222.24.novel1	0.65	trigger_nmd	trigger
ENSG00000124275.16.novel1	0.65	trigger_nmd	trigger
ENSG00000124508.18.novel1	0	last_exon	escape
ENSG00000124786.14.novel1	0.65	trigger_nmd	trigger
ENSG00000125447.19.novel1	0	last_exon	escape
ENSG00000125447.19.novel2	0.65	trigger_nmd	trigger
ENSG00000125459.19.novel1	0	last_exon	escape
ENSG00000125459.19.novel2	0.65	trigger_nmd	trigger
ENSG00000125731.14.novel1	0	last_exon	escape
ENSG00000125731.14.novel2	0.65	trigger_nmd	trigger
ENSG00000125733.19.novel2	0.65	trigger_nmd	trigger
ENSG00000125753.16.novel1	0	last_exon	escape
ENSG00000125753.16.novel8	0.65	trigger_nmd	trigger
ENSG00000125812.17.novel1	0	last_exon	escape
ENSG00000125812.17.novel2	0.65	trigger_nmd	trigger
ENSG00000125821.14.novel1	0	last_exon	escape
ENSG00000125821.14.novel3	0.65	trigger_nmd	trigger
ENSG00000125977.8.novel1	0.65	trigger_nmd	trigger
ENSG00000125977.8.novel28	0.65	trigger_nmd	trigger
ENSG00000126070.21.novel1	0.65	trigger_nmd	trigger
ENSG00000126070.21.novel3	0	last_exon	escape
ENSG00000126214.23.novel1	0.65	trigger_nmd	trigger
ENSG00000126226.23.novel2	0.65	trigger_nmd	trigger
ENSG00000126249.8.novel2	0	last_exon	escape
ENSG00000126460.12.novel1	0	last_exon	escape
ENSG00000126460.12.novel2	0.65	trigger_nmd	trigger
ENSG00000126524.13.novel1	0	last_exon	escape
ENSG00000126787.14.novel6	0.65	trigger_nmd	trigger
ENSG00000126790.13.novel10	0.41	long_exon	escape
ENSG00000126790.13.novel4	0.41	long_exon	escape
ENSG00000126858.20.novel9	0.65	trigger_nmd	trigger
ENSG00000127022.17.novel5	0	last_exon	escape
ENSG00000127249.16.novel1	0	last_exon	escape
ENSG00000127249.16.novel2	0.65	trigger_nmd	trigger
ENSG00000127586.18.novel2	0.65	trigger_nmd	trigger
ENSG00000127663.17.novel1	0	last_exon	escape
ENSG00000128191.18.novel10	0.65	trigger_nmd	trigger
ENSG00000128191.18.novel11	0	last_exon	escape
ENSG00000128309.19.novel2	0.2	50nt_rule	escape
ENSG00000128513.17.novel1	0	last_exon	escape
ENSG00000128513.17.novel2	0.65	trigger_nmd	trigger
ENSG00000128654.15.novel79	0.65	trigger_nmd	trigger
ENSG00000128683.15.novel1	0.65	trigger_nmd	trigger
ENSG00000128683.15.novel3	0	last_exon	escape
ENSG00000128928.11.novel1	0.41	long_exon	escape
ENSG00000128928.11.novel6	0.65	trigger_nmd	trigger
ENSG00000129071.11.novel2	0.65	trigger_nmd	trigger
ENSG00000129195.17.novel1	0.41	long_exon	escape
ENSG00000129451.13.novel1	0.65	trigger_nmd	trigger
ENSG00000129484.15.novel1	0.65	trigger_nmd	trigger
ENSG00000129484.15.novel4	0	last_exon	escape
ENSG00000129515.21.novel1	0	last_exon	escape
ENSG00000129515.21.novel2	0.65	trigger_nmd	trigger
ENSG00000129657.17.novel21	0.65	trigger_nmd	trigger
ENSG00000130023.17.novel3	0.12	start_proximal	escape
ENSG00000130066.17.novel12	0.41	long_exon	escape
ENSG00000130150.13.novel1	0	last_exon	escape
ENSG00000130150.13.novel4	0.65	trigger_nmd	trigger
ENSG00000130244.14.novel1	0.12	start_proximal	escape
ENSG00000130244.14.novel5	0	last_exon	escape
ENSG00000130309.13.novel26	0	last_exon	escape
ENSG00000130363.15.novel2	0	last_exon	escape
ENSG00000130363.15.novel3	0.65	trigger_nmd	trigger
ENSG00000130479.12.novel1	0.65	trigger_nmd	trigger
ENSG00000130517.15.novel2	0	last_exon	escape
ENSG00000130517.15.novel3	0.41	long_exon	escape
ENSG00000130703.18.novel2	0	last_exon	escape
ENSG00000130703.18.novel3	0.65	trigger_nmd	trigger
ENSG00000130731.17.novel1	0.41	long_exon	escape
ENSG00000130958.14.novel22	0.65	trigger_nmd	trigger
ENSG00000131037.16.novel4	0.65	trigger_nmd	trigger
ENSG00000131061.16.novel4	0.65	trigger_nmd	trigger
ENSG00000131080.16.novel1	0.41	long_exon	escape
ENSG00000131373.16.novel1	0.65	trigger_nmd	trigger
ENSG00000131389.19.novel1	0	last_exon	escape
ENSG00000131389.19.novel2	0.65	trigger_nmd	trigger
ENSG00000131591.19.novel2	0	last_exon	escape
ENSG00000131746.14.novel1	0.65	trigger_nmd	trigger
ENSG00000131746.14.novel71	0.41	long_exon	escape
ENSG00000131748.17.novel1	0.65	trigger_nmd	trigger
ENSG00000131748.17.novel2	0	last_exon	escape
ENSG00000131773.15.novel1	0.65	trigger_nmd	trigger
ENSG00000131773.15.novel3	0	last_exon	escape
ENSG00000131781.14.novel1	0.2	50nt_rule	escape
ENSG00000131781.14.novel7	0.65	trigger_nmd	trigger
ENSG00000131966.15.novel1	0.65	trigger_nmd	trigger
ENSG00000132254.14.novel1	0.65	trigger_nmd	trigger
ENSG00000132254.14.novel2	0	last_exon	escape
ENSG00000132275.12.novel20	0	last_exon	escape
ENSG00000132275.12.novel5	0.41	long_exon	escape
ENSG00000132570.16.novel1	0.65	trigger_nmd	trigger
ENSG00000132570.16.novel5	0.41	long_exon	escape
ENSG00000132600.19.novel4	0.65	trigger_nmd	trigger
ENSG00000132600.19.novel7	0	last_exon	escape
ENSG00000132604.12.novel1	0	last_exon	escape
ENSG00000132604.12.novel2	0.65	trigger_nmd	trigger
ENSG00000132635.18.novel2	0	last_exon	escape
ENSG00000132635.18.novel6	0.65	trigger_nmd	trigger
ENSG00000132664.14.novel2	0.65	trigger_nmd	trigger
ENSG00000132680.12.novel1	0.65	trigger_nmd	trigger
ENSG00000132680.12.novel7	0	last_exon	escape
ENSG00000132768.15.novel18	0	last_exon	escape
ENSG00000132842.17.novel29	0	last_exon	escape
ENSG00000132842.17.novel3	0.65	trigger_nmd	trigger
ENSG00000132879.15.novel1	0.41	long_exon	escape
ENSG00000132879.15.novel2	0.65	trigger_nmd	trigger
ENSG00000132950.20.novel1	0.65	trigger_nmd	trigger
ENSG00000132950.20.novel4	0	last_exon	escape
ENSG00000132970.15.novel1	0.65	trigger_nmd	trigger
ENSG00000133104.15.novel1	0.65	trigger_nmd	trigger
ENSG00000133114.19.novel7	0.65	trigger_nmd	trigger
ENSG00000133313.16.novel9	0.41	long_exon	escape
ENSG00000133315.13.novel2	0.65	trigger_nmd	trigger
ENSG00000133433.12.novel1	0.65	trigger_nmd	trigger
ENSG00000133433.12.novel2	0.41	long_exon	escape
ENSG00000133627.19.novel1	0.65	trigger_nmd	trigger
ENSG00000133627.19.novel4	0	last_exon	escape
ENSG00000133731.11.novel2	0.65	trigger_nmd	trigger
ENSG00000133818.15.novel1	0	last_exon	escape
ENSG00000133818.15.novel3	0.65	trigger_nmd	trigger
ENSG00000134086.11.novel3	0.41	long_exon	escape
ENSG00000134109.11.novel1	0.65	trigger_nmd	trigger
ENSG00000134109.11.novel3	0	last_exon	escape
ENSG00000134146.13.novel8	0.65	trigger_nmd	trigger
ENSG00000134255.17.novel1	0.65	trigger_nmd	trigger
ENSG00000134255.17.novel3	0	last_exon	escape
ENSG00000134285.12.novel8	0	last_exon	escape
ENSG00000134317.18.novel1	0	last_exon	escape
ENSG00000134317.18.novel4	0.65	trigger_nmd	trigger
ENSG00000134339.10.novel3	0.65	trigger_nmd	trigger
ENSG00000134461.17.novel1	0.41	long_exon	escape
ENSG00000134461.17.novel5	0	last_exon	escape
ENSG00000134480.18.novel1	0.65	trigger_nmd	trigger
ENSG00000134602.17.novel55	0.65	trigger_nmd	trigger
ENSG00000134809.10.novel1	0	last_exon	escape
ENSG00000134897.15.novel6	0.65	trigger_nmd	trigger
ENSG00000134996.13.novel1	0	last_exon	escape
ENSG00000134996.13.novel2	0.65	trigger_nmd	trigger
ENSG00000135040.17.novel1	0.65	trigger_nmd	trigger
ENSG00000135108.17.novel1	0.65	trigger_nmd	trigger
ENSG00000135124.17.novel1	0.65	trigger_nmd	trigger
ENSG00000135164.20.novel1	0	last_exon	escape
ENSG00000135241.18.novel2	0.65	trigger_nmd	trigger
ENSG00000135269.19.novel3	0.41	long_exon	escape
ENSG00000135451.14.novel5	0.65	trigger_nmd	trigger
ENSG00000135655.17.novel26	0.65	trigger_nmd	trigger
ENSG00000135678.13.novel1	0.65	trigger_nmd	trigger
ENSG00000135678.13.novel2	0	last_exon	escape
ENSG00000135838.15.novel19	0.41	long_exon	escape
ENSG00000135838.15.novel5	0.2	50nt_rule	escape
ENSG00000135953.12.novel1	0.65	trigger_nmd	trigger
ENSG00000135953.12.novel4	0	last_exon	escape
ENSG00000135974.12.novel2	0.65	trigger_nmd	trigger
ENSG00000136045.13.novel1	0.65	trigger_nmd	trigger
ENSG00000136045.13.novel30	0	last_exon	escape
ENSG00000136051.16.novel3	0	last_exon	escape
ENSG00000136051.16.novel48	0.65	trigger_nmd	trigger
ENSG00000136143.17.novel1	0.65	trigger_nmd	trigger
ENSG00000136144.13.novel5	0.65	trigger_nmd	trigger
ENSG00000136152.16.novel3	0.65	trigger_nmd	trigger
ENSG00000136152.16.novel5	0	last_exon	escape
ENSG00000136243.19.novel1	0.65	trigger_nmd	trigger
ENSG00000136243.19.novel10	0.2	50nt_rule	escape
ENSG00000136536.16.novel2	0.65	trigger_nmd	trigger
ENSG00000136643.13.novel1	0	last_exon	escape
ENSG00000136783.11.novel1	0	last_exon	escape
ENSG00000136783.11.novel3	0.65	trigger_nmd	trigger
ENSG00000136856.19.novel1	0	last_exon	escape
ENSG00000136856.19.novel3	0.65	trigger_nmd	trigger
ENSG00000136877.17.novel1	0.65	trigger_nmd	trigger
ENSG00000136877.17.novel52	0	last_exon	escape
ENSG00000136878.15.novel1	0.2	50nt_rule	escape
ENSG00000136878.15.novel2	0.41	long_exon	escape
ENSG00000137073.25.novel1	0.65	trigger_nmd	trigger
ENSG00000137106.19.novel1	0.41	long_exon	escape
ENSG00000137200.14.novel1	0	last_exon	escape
ENSG00000137200.14.novel3	0.65	trigger_nmd	trigger
ENSG00000137275.17.novel1	0.65	trigger_nmd	trigger
ENSG00000137522.19.novel1	0.65	trigger_nmd	trigger
ENSG00000137522.19.novel2	0.2	50nt_rule	escape
ENSG00000137648.21.novel1	0.65	trigger_nmd	trigger
ENSG00000137868.20.novel1	0	last_exon	escape
ENSG00000137942.19.novel3	0.65	trigger_nmd	trigger
ENSG00000137955.17.novel3	0.65	trigger_nmd	trigger
ENSG00000137955.17.novel7	0	last_exon	escape
ENSG00000137996.14.novel1	0.65	trigger_nmd	trigger
ENSG00000138018.19.novel1	0.65	trigger_nmd	trigger
ENSG00000138018.19.novel3	0	last_exon	escape
ENSG00000138035.16.novel3	0	last_exon	escape
ENSG00000138035.16.novel6	0.65	trigger_nmd	trigger
ENSG00000138074.16.novel4	0.65	trigger_nmd	trigger
ENSG00000138131.5.novel1	0.65	trigger_nmd	trigger
ENSG00000138138.15.novel2	0	last_exon	escape
ENSG00000138326.22.novel1	0.12	start_proximal	escape
ENSG00000138459.10.novel1	0	last_exon	escape
ENSG00000138459.10.novel9	0.65	trigger_nmd	trigger
ENSG00000138617.17.novel1	0.65	trigger_nmd	trigger
ENSG00000138642.17.novel3	0.65	trigger_nmd	trigger
ENSG00000138668.21.novel1	0.65	trigger_nmd	trigger
ENSG00000138678.12.novel2	0.65	trigger_nmd	trigger
ENSG00000138750.17.novel2	0	last_exon	escape
ENSG00000138785.17.novel2	0.65	trigger_nmd	trigger
ENSG00000138801.10.novel1	0	last_exon	escape
ENSG00000138801.10.novel2	0.65	trigger_nmd	trigger
ENSG00000138942.18.novel2	0.65	trigger_nmd	trigger
ENSG00000139163.17.novel1	0.65	trigger_nmd	trigger
ENSG00000139372.15.novel10	0.65	trigger_nmd	trigger
ENSG00000139505.14.novel1	0	last_exon	escape
ENSG00000139505.14.novel2	0.65	trigger_nmd	trigger
ENSG00000139620.14.novel1	0.65	trigger_nmd	trigger
ENSG00000139620.14.novel2	0	last_exon	escape
ENSG00000139626.17.novel1	0.65	trigger_nmd	trigger
ENSG00000139636.17.novel1	0.65	trigger_nmd	trigger
ENSG00000139651.12.novel1	0	last_exon	escape
ENSG00000139651.12.novel2	0.65	trigger_nmd	trigger
ENSG00000140299.15.novel1	0.65	trigger_nmd	trigger
ENSG00000140400.19.novel1	0.41	long_exon	escape
ENSG00000140416.27.novel3	0.65	trigger_nmd	trigger
ENSG00000140471.18.novel14	0.65	trigger_nmd	trigger
ENSG00000140471.18.novel2	0	last_exon	escape
ENSG00000140521.18.novel32	0.65	trigger_nmd	trigger
ENSG00000140521.18.novel33	0	last_exon	escape
ENSG00000140563.17.novel1	0	last_exon	escape
ENSG00000140563.17.novel4	0.65	trigger_nmd	trigger
ENSG00000140598.17.novel2	0.65	trigger_nmd	trigger
ENSG00000140598.17.novel50	0	last_exon	escape
ENSG00000140829.13.novel1	0.65	trigger_nmd	trigger
ENSG00000140829.13.novel2	0	last_exon	escape
ENSG00000140854.14.novel4	0.65	trigger_nmd	trigger
ENSG00000140983.16.novel1	0.65	trigger_nmd	trigger
ENSG00000140983.16.novel2	0	last_exon	escape
ENSG00000140992.21.novel1	0.65	trigger_nmd	trigger
ENSG00000140995.18.novel5	0.65	trigger_nmd	trigger
ENSG00000141198.17.novel5	0.65	trigger_nmd	trigger
ENSG00000141447.20.novel23	0.65	trigger_nmd	trigger
ENSG00000141452.12.novel1	0.65	trigger_nmd	trigger
ENSG00000141526.19.novel1	0	last_exon	escape
ENSG00000142002.20.novel1	0.65	trigger_nmd	trigger
ENSG00000142224.18.novel1	0	last_exon	escape
ENSG00000142224.18.novel2	0.41	long_exon	escape
ENSG00000142273.14.novel1	0.65	trigger_nmd	trigger
ENSG00000142552.9.novel1	0.65	trigger_nmd	trigger
ENSG00000142687.20.novel2	0.65	trigger_nmd	trigger
ENSG00000142765.19.novel2	0.65	trigger_nmd	trigger
ENSG00000142892.16.novel1	0.65	trigger_nmd	trigger
ENSG00000142892.16.novel5	0	last_exon	escape
ENSG00000142920.19.novel2	0.65	trigger_nmd	trigger
ENSG00000142945.14.novel1	0	last_exon	escape
ENSG00000142945.14.novel9	0.65	trigger_nmd	trigger
ENSG00000143156.15.novel2	0.65	trigger_nmd	trigger
ENSG00000143303.13.novel1	0.41	long_exon	escape
ENSG00000143303.13.novel3	0	last_exon	escape
ENSG00000143367.18.novel60	0.65	trigger_nmd	trigger
ENSG00000143418.21.novel9	0.65	trigger_nmd	trigger
ENSG00000143437.22.novel53	0.65	trigger_nmd	trigger
ENSG00000143498.19.novel4	0	last_exon	escape
ENSG00000143578.17.novel3	0.65	trigger_nmd	trigger
ENSG00000143774.19.novel2	0	last_exon	escape
ENSG00000143774.19.novel4	0	last_exon	escape
ENSG00000143797.13.novel1	0.65	trigger_nmd	trigger
ENSG00000143797.13.novel7	0	last_exon	escape
ENSG00000143801.19.novel7	0.65	trigger_nmd	trigger
ENSG00000143811.21.novel1	0.41	long_exon	escape
ENSG00000143811.21.novel8	0	last_exon	escape
ENSG00000143845.15.novel2	0.65	trigger_nmd	trigger
ENSG00000144118.15.novel1	0.65	trigger_nmd	trigger
ENSG00000144134.20.novel3	0.65	trigger_nmd	trigger
ENSG00000144134.20.novel66	0	last_exon	escape
ENSG00000144645.17.novel1	0	last_exon	escape
ENSG00000144645.17.novel4	0.65	trigger_nmd	trigger
ENSG00000144681.12.novel1	0	last_exon	escape
ENSG00000144681.12.novel3	0.65	trigger_nmd	trigger
ENSG00000144744.19.novel4	0.65	trigger_nmd	trigger
ENSG00000145386.12.novel11	0	last_exon	escape
ENSG00000145386.12.novel2	0.65	trigger_nmd	trigger
ENSG00000145414.10.novel2	0	last_exon	escape
ENSG00000145723.18.novel4	0.65	trigger_nmd	trigger
ENSG00000145740.21.novel3	0.65	trigger_nmd	trigger
ENSG00000145782.14.novel1	0.41	long_exon	escape
ENSG00000145908.14.novel2	0	last_exon	escape
ENSG00000145908.14.novel4	0	last_exon	escape
ENSG00000145919.12.novel1	0.65	trigger_nmd	trigger
ENSG00000146054.19.novel30	0.41	long_exon	escape
ENSG00000146232.18.novel1	0.65	trigger_nmd	trigger
ENSG00000146232.18.novel24	0	last_exon	escape
ENSG00000146476.12.novel2	0	last_exon	escape
ENSG00000146574.17.novel1	0	last_exon	escape
ENSG00000146574.17.novel11	0.65	trigger_nmd	trigger
ENSG00000146909.9.novel1	0	last_exon	escape
ENSG00000146909.9.novel3	0.41	long_exon	escape
ENSG00000146918.21.novel1	0	last_exon	escape
ENSG00000146918.21.novel4	0.65	trigger_nmd	trigger
ENSG00000147421.19.novel3	0.2	50nt_rule	escape
ENSG00000147421.19.novel5	0.65	trigger_nmd	trigger
ENSG00000147475.18.novel2	0.65	trigger_nmd	trigger
ENSG00000147576.18.novel1	0	last_exon	escape
ENSG00000147576.18.novel2	0.65	trigger_nmd	trigger
ENSG00000147654.17.novel34	0.65	trigger_nmd	trigger
ENSG00000147854.19.novel1	0.65	trigger_nmd	trigger
ENSG00000148110.18.novel1	0.2	50nt_rule	escape
ENSG00000148110.18.novel2	0.65	trigger_nmd	trigger
ENSG00000148154.11.novel1	0	last_exon	escape
ENSG00000148154.11.novel5	0.65	trigger_nmd	trigger
ENSG00000148634.17.novel2	0.65	trigger_nmd	trigger
ENSG00000148660.23.novel2	0.2	50nt_rule	escape
ENSG00000148660.23.novel4	0.65	trigger_nmd	trigger
ENSG00000148803.14.novel1	0	last_exon	escape
ENSG00000148814.19.novel7	0.65	trigger_nmd	trigger
ENSG00000148832.17.novel4	0	last_exon	escape
ENSG00000148908.16.novel7	0.41	long_exon	escape
ENSG00000149182.16.novel44	0.65	trigger_nmd	trigger
ENSG00000149243.18.novel1	0.65	trigger_nmd	trigger
ENSG00000149243.18.novel3	0	last_exon	escape
ENSG00000149269.11.novel4	0.65	trigger_nmd	trigger
ENSG00000149564.13.novel1	0.65	trigger_nmd	trigger
ENSG00000149930.19.novel2	0.65	trigger_nmd	trigger
ENSG00000150401.16.novel2	0	last_exon	escape
ENSG00000150403.19.novel2	0.65	trigger_nmd	trigger
ENSG00000150477.16.novel1	0	last_exon	escape
ENSG00000150477.16.novel7	0.65	trigger_nmd	trigger
ENSG00000150776.19.novel9	0	last_exon	escape
ENSG00000151092.19.novel2	0.65	trigger_nmd	trigger
ENSG00000151445.17.novel1	0	last_exon	escape
ENSG00000151445.17.novel2	0.65	trigger_nmd	trigger
ENSG00000151575.16.novel1	0	last_exon	escape
ENSG00000151575.16.novel5	0.65	trigger_nmd	trigger
ENSG00000151576.11.novel1	0.65	trigger_nmd	trigger
ENSG00000151651.17.novel2	0.65	trigger_nmd	trigger
ENSG00000151689.14.novel1	0.65	trigger_nmd	trigger
ENSG00000151689.14.novel3	0	last_exon	escape
ENSG00000151693.12.novel61	0.65	trigger_nmd	trigger
ENSG00000151715.9.novel1	0.65	trigger_nmd	trigger
ENSG00000151718.17.novel1	0.65	trigger_nmd	trigger
ENSG00000151718.17.novel3	0	last_exon	escape
ENSG00000151743.11.novel3	0.65	trigger_nmd	trigger
ENSG00000151876.14.novel1	0	last_exon	escape
ENSG00000151876.14.novel5	0.41	long_exon	escape
ENSG00000151923.19.novel3	0.65	trigger_nmd	trigger
ENSG00000152256.15.novel3	0.65	trigger_nmd	trigger
ENSG00000152465.19.novel8	0.65	trigger_nmd	trigger
ENSG00000152700.15.novel1	0.65	trigger_nmd	trigger
ENSG00000153066.14.novel1	0.65	trigger_nmd	trigger
ENSG00000153066.14.novel11	0	last_exon	escape
ENSG00000153071.16.novel3	0.41	long_exon	escape
ENSG00000153071.16.novel36	0	last_exon	escape
ENSG00000153574.10.novel1	0.65	trigger_nmd	trigger
ENSG00000153786.14.novel4	0.65	trigger_nmd	trigger
ENSG00000154001.15.novel1	0.65	trigger_nmd	trigger
ENSG00000154001.15.novel4	0	last_exon	escape
ENSG00000154114.14.novel7	0.65	trigger_nmd	trigger
ENSG00000154277.14.novel1	0	last_exon	escape
ENSG00000154277.14.novel4	0	last_exon	escape
ENSG00000154553.17.novel2	0.41	long_exon	escape
ENSG00000154640.16.novel1	0.65	trigger_nmd	trigger
ENSG00000154655.17.novel1	0.65	trigger_nmd	trigger
ENSG00000154655.17.novel2	0	last_exon	escape
ENSG00000154710.19.novel1	0.65	trigger_nmd	trigger
ENSG00000154719.15.novel2	0	last_exon	escape
ENSG00000154719.15.novel62	0.65	trigger_nmd	trigger
ENSG00000154845.17.novel1	0.65	trigger_nmd	trigger
ENSG00000155016.19.novel1	0.65	trigger_nmd	trigger
ENSG00000155256.19.novel2	0.65	trigger_nmd	trigger
ENSG00000155275.20.novel1	0.65	trigger_nmd	trigger
ENSG00000155275.20.novel69	0	last_exon	escape
ENSG00000155367.17.novel2	0.65	trigger_nmd	trigger
ENSG00000155367.17.novel8	0	last_exon	escape
ENSG00000155438.13.novel1	0.65	trigger_nmd	trigger
ENSG00000155666.13.novel3	0.65	trigger_nmd	trigger
ENSG00000155729.14.novel1	0.65	trigger_nmd	trigger
ENSG00000155729.14.novel2	0	last_exon	escape
ENSG00000156162.17.novel2	0	last_exon	escape
ENSG00000156162.17.novel7	0.65	trigger_nmd	trigger
ENSG00000156171.16.novel3	0.65	trigger_nmd	trigger
ENSG00000156232.8.novel14	0	last_exon	escape
ENSG00000156232.8.novel7	0	last_exon	escape
ENSG00000156469.10.novel1	0	last_exon	escape
ENSG00000156469.10.novel5	0	last_exon	escape
ENSG00000156502.15.novel1	0	last_exon	escape
ENSG00000156502.15.novel2	0.65	trigger_nmd	trigger
ENSG00000156671.16.novel1	0.65	trigger_nmd	trigger
ENSG00000156675.17.novel39	0.41	long_exon	escape
ENSG00000156804.8.novel2	0.65	trigger_nmd	trigger
ENSG00000156970.14.novel4	0.65	trigger_nmd	trigger
ENSG00000157014.11.novel1	0.65	trigger_nmd	trigger
ENSG00000157045.9.novel1	0.65	trigger_nmd	trigger
ENSG00000157107.15.novel30	0	last_exon	escape
ENSG00000157107.15.novel5	0.65	trigger_nmd	trigger
ENSG00000157191.21.novel1	0.65	trigger_nmd	trigger
ENSG00000157601.16.novel1	0.65	trigger_nmd	trigger
ENSG00000157693.16.novel1	0.65	trigger_nmd	trigger
ENSG00000157800.19.novel2	0.65	trigger_nmd	trigger
ENSG00000157873.19.novel2	0	last_exon	escape
ENSG00000157873.19.novel8	0.65	trigger_nmd	trigger
ENSG00000157992.13.novel27	0.41	long_exon	escape
ENSG00000158062.22.novel10	0.65	trigger_nmd	trigger
ENSG00000158106.16.novel3	0.41	long_exon	escape
ENSG00000158161.17.novel4	0.65	trigger_nmd	trigger
ENSG00000158161.17.novel54	0	last_exon	escape
ENSG00000158201.11.novel2	0	last_exon	escape
ENSG00000158201.11.novel3	0.65	trigger_nmd	trigger
ENSG00000158315.12.novel1	0.65	trigger_nmd	trigger
ENSG00000158315.12.novel6	0	last_exon	escape
ENSG00000158402.22.novel2	0.65	trigger_nmd	trigger
ENSG00000158882.16.novel14	0	last_exon	escape
ENSG00000158882.16.novel17	0.65	trigger_nmd	trigger
ENSG00000159214.14.novel1	0	last_exon	escape
ENSG00000159214.14.novel10	0.65	trigger_nmd	trigger
ENSG00000159348.14.novel1	0.65	trigger_nmd	trigger
ENSG00000159423.18.novel3	0.65	trigger_nmd	trigger
ENSG00000160058.20.novel2	0.65	trigger_nmd	trigger
ENSG00000160179.21.novel1	0	last_exon	escape
