comparator_isoform_id	gene_id	reference_isoform_id	comparison	distance	category	last_ejc_tx_pos	own_stop_tx_pos
ENSG00000107789.16.novel1	ENSG00000107789.16	ENST00000371996.9	Control	-199	truncated_no_ejc	1214	1413
ENSG00000107789.16.novel3	ENSG00000107789.16	ENST00000371996.9	NMD	224	effectively_ptc	1644	1420
ENSG00000108187.17.novel6	ENSG00000108187.17	ENST00000309049.8	NMD	256	effectively_ptc	1049	793
ENSG00000108349.19.novel1	ENSG00000108349.19	ENST00000264645.12	NMD	1853	effectively_ptc	2358	505
ENSG00000108599.16.novel3	ENSG00000108599.16	ENST00000225737.11	NMD	775	effectively_ptc	2026	1251
ENSG00000108599.16.novel4	ENSG00000108599.16	ENST00000225737.11	Control	-99	truncated_no_ejc	2001	2100
ENSG00000108651.11.novel1	ENSG00000108651.11	ENST00000261708.9	Control	37	truncated_no_ejc	1841	1804
ENSG00000108651.11.novel2	ENSG00000108651.11	ENST00000261708.9	NMD	791	effectively_ptc	1712	921
ENSG00000108771.14.novel2	ENSG00000108771.14	ENST00000251642.8	NMD	87	effectively_ptc	2282	2195
ENSG00000108784.11.novel4	ENSG00000108784.11	ENST00000225927.7	NMD	470	effectively_ptc	983	513
ENSG00000108784.11.novel5	ENSG00000108784.11	ENST00000225927.7	Control	-1209	no_downstream_ejc	1058	2267
ENSG00000108854.17.novel1	ENSG00000108854.17	ENST00000262435.14	Control	-98	truncated_no_ejc	2979	3077
ENSG00000108854.17.novel2	ENSG00000108854.17	ENST00000262435.14	NMD	2056	effectively_ptc	2745	689
ENSG00000108950.13.novel1	ENSG00000108950.13	ENST00000592554.2	Control	-47	truncated_no_ejc	1190	1237
ENSG00000108950.13.novel4	ENSG00000108950.13	ENST00000592554.2	NMD	227	effectively_ptc	2123	1896
ENSG00000109738.12.novel1	ENSG00000109738.12	ENST00000264428.9	Control	-21	truncated_no_ejc	1204	1225
ENSG00000109738.12.novel5	ENSG00000109738.12	ENST00000264428.9	NMD	336	effectively_ptc	1483	1147
ENSG00000109743.13.novel11	ENSG00000109743.13	ENST00000265016.9	NMD	224	effectively_ptc	1379	1155
ENSG00000109743.13.novel9	ENSG00000109743.13	ENST00000265016.9	Control	-17	truncated_no_ejc	1263	1280
ENSG00000109787.14.novel1	ENSG00000109787.14	ENST00000261438.10	NMD	235	effectively_ptc	1462	1227
ENSG00000109805.11.novel1	ENSG00000109805.11	ENST00000251496.7	NMD	149	effectively_ptc	3197	3048
ENSG00000109805.11.novel6	ENSG00000109805.11	ENST00000251496.7	Control	-220	truncated_no_ejc	2898	3118
ENSG00000109814.13.novel1	ENSG00000109814.13	ENST00000316423.11	NMD	517	effectively_ptc	1800	1283
ENSG00000110321.19.novel3	ENSG00000110321.19	ENST00000339995.11	NMD	487	effectively_ptc	3582	3095
ENSG00000110328.7.novel1	ENSG00000110328.7	ENST00000227756.5	Control	-13	truncated_no_ejc	1954	1967
ENSG00000110328.7.novel3	ENSG00000110328.7	ENST00000227756.5	NMD	295	effectively_ptc	2077	1782
ENSG00000110713.19.novel6	ENSG00000110713.19	ENST00000397004.9	NMD	1171	effectively_ptc	2789	1618
ENSG00000111052.9.novel1	ENSG00000111052.9	ENST00000552864.6	Control	46	truncated_no_ejc	628	582
ENSG00000111224.15.novel7	ENSG00000111224.15	ENST00000427057.6	Control	159	effectively_ptc	1283	1124
ENSG00000111247.16.novel2	ENSG00000111247.16	ENST00000352618.9	NMD	149	effectively_ptc	969	820
ENSG00000111321.12.novel1	ENSG00000111321.12	ENST00000228918.9	Control	-276	truncated_no_ejc	1564	1840
ENSG00000111321.12.novel2	ENSG00000111321.12	ENST00000228918.9	NMD	377	effectively_ptc	1777	1400
ENSG00000111581.11.novel2	ENSG00000111581.11	ENST00000229179.9	NMD	2361	effectively_ptc	2881	520
ENSG00000111906.19.novel4	ENSG00000111906.19	ENST00000398153.7	NMD	121	effectively_ptc	888	767
ENSG00000112039.7.novel17	ENSG00000112039.7	ENST00000229769.3	Control	4212	effectively_ptc	4660	448
ENSG00000112237.14.novel2	ENSG00000112237.14	ENST00000520429.6	NMD	320	effectively_ptc	1093	773
ENSG00000112763.18.novel1	ENSG00000112763.18	ENST00000312541.10	Control	-546	truncated_no_ejc	339	885
ENSG00000112855.18.novel1	ENSG00000112855.18	ENST00000230771.9	NMD	1263	effectively_ptc	1768	505
ENSG00000112877.9.novel2	ENSG00000112877.9	ENST00000264935.6	NMD	1185	effectively_ptc	1714	529
ENSG00000112877.9.novel4	ENSG00000112877.9	ENST00000264935.6	Control	1520	effectively_ptc	1889	369
ENSG00000112983.18.novel3	ENSG00000112983.18	ENST00000230901.9	Control	-58	truncated_no_ejc	2891	2949
ENSG00000112983.18.novel7	ENSG00000112983.18	ENST00000230901.9	NMD	693	effectively_ptc	3083	2390
ENSG00000113108.21.novel12	ENSG00000113108.21	ENST00000412920.7	NMD	867	effectively_ptc	1851	984
ENSG00000113108.21.novel48	ENSG00000113108.21	ENST00000412920.7	Control	988	effectively_ptc	2042	1054
ENSG00000113240.15.novel1	ENSG00000113240.15	ENST00000316308.9	NMD	784	effectively_ptc	1513	729
ENSG00000113319.14.novel1	ENSG00000113319.14	ENST00000638442.1	NMD	1174	effectively_ptc	2192	1018
ENSG00000113319.14.novel2	ENSG00000113319.14	ENST00000638442.1	Control	-82	no_downstream_ejc	2327	2409
ENSG00000113369.9.novel2	ENSG00000113369.9	ENST00000265138.4	NMD	130	effectively_ptc	1883	1753
ENSG00000113369.9.novel3	ENSG00000113369.9	ENST00000265138.4	Control	-84	truncated_no_ejc	937	1021
ENSG00000113597.19.novel10	ENSG00000113597.19	ENST00000399438.8	NMD	820	effectively_ptc	1425	605
ENSG00000113638.15.novel4	ENSG00000113638.15	ENST00000337702.5	Control	-352	no_downstream_ejc	1123	1475
ENSG00000113649.15.novel38	ENSG00000113649.15	ENST00000394421.7	NMD	92	effectively_ptc	3169	3077
ENSG00000113966.12.novel1	ENSG00000113966.12	ENST00000463745.6	NMD	156	effectively_ptc	1273	1117
ENSG00000113966.12.novel3	ENSG00000113966.12	ENST00000463745.6	Control	1	truncated_no_ejc	1042	1041
ENSG00000114316.14.novel1	ENSG00000114316.14	ENST00000265560.9	Control	-3	truncated_no_ejc	2689	2692
ENSG00000114316.14.novel2	ENSG00000114316.14	ENST00000265560.9	NMD	2095	effectively_ptc	3281	1186
ENSG00000114626.19.novel1	ENSG00000114626.19	ENST00000232744.13	NMD	387	effectively_ptc	1487	1100
ENSG00000114735.11.novel1	ENSG00000114735.11	ENST00000232854.9	NMD	677	effectively_ptc	1216	539
ENSG00000115109.15.novel3	ENSG00000115109.15	ENST00000331393.8	NMD	117	effectively_ptc	1658	1541
ENSG00000115109.15.novel4	ENSG00000115109.15	ENST00000331393.8	Control	-52	truncated_no_ejc	1060	1112
ENSG00000115282.22.novel1	ENSG00000115282.22	ENST00000888463.1	NMD	811	effectively_ptc	2122	1311
ENSG00000115289.15.novel1	ENSG00000115289.15	ENST00000475863.5	Control	-46	no_downstream_ejc	769	815
ENSG00000115289.15.novel4	ENSG00000115289.15	ENST00000475863.5	NMD	100	effectively_ptc	1500	1400
ENSG00000115602.18.novel1	ENSG00000115602.18	ENST00000311734.6	NMD	186	effectively_ptc	1509	1323
ENSG00000115750.18.novel2	ENSG00000115750.18	ENST00000263663.10	Control	-153	truncated_no_ejc	1579	1732
ENSG00000115993.14.novel1	ENSG00000115993.14	ENST00000332624.8	Control	-11	truncated_no_ejc	2535	2546
ENSG00000115993.14.novel2	ENSG00000115993.14	ENST00000332624.8	NMD	1697	effectively_ptc	2464	767
ENSG00000116001.18.novel17	ENSG00000116001.18	ENST00000433529.7	NMD	669	effectively_ptc	1484	815
ENSG00000116198.15.novel1	ENSG00000116198.15	ENST00000378230.8	Control	-101	truncated_no_ejc	1088	1189
ENSG00000116198.15.novel7	ENSG00000116198.15	ENST00000378230.8	NMD	903	effectively_ptc	2414	1511
ENSG00000116266.12.novel1	ENSG00000116266.12	ENST00000370008.4	Control	-133	truncated_no_ejc	837	970
ENSG00000116266.12.novel2	ENSG00000116266.12	ENST00000370008.4	NMD	871	effectively_ptc	1674	803
ENSG00000116473.16.novel2	ENSG00000116473.16	ENST00000369709.4	NMD	221	effectively_ptc	928	707
ENSG00000116679.18.novel1	ENSG00000116679.18	ENST00000367498.8	Control	-7	truncated_no_ejc	1372	1379
ENSG00000116704.9.novel1	ENSG00000116704.9	ENST00000235345.6	Control	26	no_downstream_ejc	1487	1461
ENSG00000116704.9.novel2	ENSG00000116704.9	ENST00000235345.6	NMD	-59	truncated_no_ejc	1356	1415
ENSG00000116954.9.novel2	ENSG00000116954.9	ENST00000373001.4	NMD	394	effectively_ptc	974	580
ENSG00000116954.9.novel7	ENSG00000116954.9	ENST00000373001.4	Control	3083	effectively_ptc	3505	422
ENSG00000117475.15.novel3	ENSG00000117475.15	ENST00000367808.8	NMD	336	effectively_ptc	1263	927
ENSG00000117480.17.novel3	ENSG00000117480.17	ENST00000243167.9	NMD	714	effectively_ptc	1772	1058
ENSG00000117620.16.novel12	ENSG00000117620.16	ENST00000533028.8	NMD	457	effectively_ptc	1377	920
ENSG00000117650.14.novel1	ENSG00000117650.14	ENST00000366999.9	NMD	454	effectively_ptc	1328	874
ENSG00000117682.19.novel1	ENSG00000117682.19	ENST00000236342.12	Control	-235	no_downstream_ejc	977	1212
ENSG00000117748.11.novel1	ENSG00000117748.11	ENST00000373912.8	NMD	755	effectively_ptc	1182	427
ENSG00000118454.14.novel1	ENSG00000118454.14	ENST00000370944.9	Control	-59	truncated_no_ejc	2014	2073
ENSG00000118454.14.novel4	ENSG00000118454.14	ENST00000370944.9	NMD	555	effectively_ptc	2200	1645
ENSG00000119403.16.novel2	ENSG00000119403.16	ENST00000312189.10	NMD	102	effectively_ptc	1690	1588
ENSG00000119599.19.novel4	ENSG00000119599.19	ENST00000892932.1	NMD	225	effectively_ptc	1920	1695
ENSG00000119661.16.novel1	ENSG00000119661.16	ENST00000553645.7	NMD	639	effectively_ptc	859	220
ENSG00000119723.18.novel1	ENSG00000119723.18	ENST00000334571.7	NMD	1370	effectively_ptc	2198	828
ENSG00000119965.13.novel1	ENSG00000119965.13	ENST00000481909.2	NMD	552	effectively_ptc	1136	584
ENSG00000119965.13.novel2	ENSG00000119965.13	ENST00000481909.2	Control	-457	truncated_no_ejc	872	1329
ENSG00000120217.14.novel1	ENSG00000120217.14	ENST00000381577.4	Control	-342	truncated_no_ejc	582	924
ENSG00000120217.14.novel2	ENSG00000120217.14	ENST00000381577.4	NMD	209	effectively_ptc	858	649
ENSG00000120910.16.novel1	ENSG00000120910.16	ENST00000289963.12	NMD	459	effectively_ptc	2106	1647
ENSG00000120913.25.novel1	ENSG00000120913.25	ENST00000614502.4	NMD	-176	no_downstream_ejc	1814	1990
ENSG00000120925.17.novel2	ENSG00000120925.17	ENST00000527424.6	NMD	154	effectively_ptc	944	790
ENSG00000120948.20.novel12	ENSG00000120948.20	ENST00000240185.8	Control	-319	truncated_no_ejc	115	434
ENSG00000120948.20.novel79	ENSG00000120948.20	ENST00000240185.8	NMD	83	effectively_ptc	1103	1020
ENSG00000121022.15.novel1	ENSG00000121022.15	ENST00000357849.9	Control	-83	no_downstream_ejc	1459	1542
ENSG00000121022.15.novel4	ENSG00000121022.15	ENST00000357849.9	NMD	311	effectively_ptc	1256	945
ENSG00000121578.14.novel1	ENSG00000121578.14	ENST00000393765.7	NMD	101	effectively_ptc	1841	1740
ENSG00000121578.14.novel2	ENSG00000121578.14	ENST00000393765.7	Control	-131	no_downstream_ejc	1548	1679
ENSG00000121621.8.novel1	ENSG00000121621.8	ENST00000263181.7	NMD	2125	effectively_ptc	2622	497
ENSG00000121931.17.novel2	ENSG00000121931.17	ENST00000485275.2	NMD	-439	no_downstream_ejc	1077	1516
ENSG00000121931.17.novel7	ENSG00000121931.17	ENST00000485275.2	Control	-439	no_downstream_ejc	2932	3371
ENSG00000121957.16.novel8	ENSG00000121957.16	ENST00000264126.9	NMD	534	effectively_ptc	2275	1741
ENSG00000122068.14.novel1	ENSG00000122068.14	ENST00000241502.9	NMD	667	effectively_ptc	1571	904
ENSG00000122068.14.novel2	ENSG00000122068.14	ENST00000241502.9	Control	19	truncated_no_ejc	952	933
ENSG00000122557.12.novel2	ENSG00000122557.12	ENST00000396081.5	NMD	119	effectively_ptc	2109	1990
ENSG00000122566.24.novel1	ENSG00000122566.24	ENST00000715986.1	NMD	159	effectively_ptc	2240	2081
ENSG00000122674.13.novel4	ENSG00000122674.13	ENST00000325974.9	NMD	676	effectively_ptc	1316	640
ENSG00000122882.12.novel1	ENSG00000122882.12	ENST00000372979.9	NMD	746	effectively_ptc	2148	1402
ENSG00000122882.12.novel2	ENSG00000122882.12	ENST00000372979.9	Control	-108	no_downstream_ejc	2151	2259
ENSG00000122912.16.novel1	ENSG00000122912.16	ENST00000609923.6	Control	-71	truncated_no_ejc	924	995
ENSG00000122912.16.novel2	ENSG00000122912.16	ENST00000609923.6	NMD	747	effectively_ptc	1193	446
ENSG00000122970.17.novel1	ENSG00000122970.17	ENST00000242591.10	Control	-106	truncated_no_ejc	1351	1457
ENSG00000122970.17.novel2	ENSG00000122970.17	ENST00000242591.10	NMD	742	effectively_ptc	2113	1371
ENSG00000123130.18.novel7	ENSG00000123130.18	ENST00000379303.10	NMD	568	effectively_ptc	1414	846
ENSG00000123130.18.novel79	ENSG00000123130.18	ENST00000379303.10	Control	-86	truncated_no_ejc	1079	1165
ENSG00000123213.24.novel2	ENSG00000123213.24	ENST00000380985.10	Control	-133	truncated_no_ejc	2149	2282
ENSG00000123213.24.novel3	ENSG00000123213.24	ENST00000380985.10	NMD	583	effectively_ptc	1813	1230
ENSG00000123342.17.novel1	ENSG00000123342.17	ENST00000322569.9	Control	132	effectively_ptc	1456	1324
ENSG00000123342.17.novel2	ENSG00000123342.17	ENST00000322569.9	NMD	732	effectively_ptc	1250	518
ENSG00000123352.19.novel1	ENSG00000123352.19	ENST00000549375.5	NMD	484	effectively_ptc	2240	1756
ENSG00000123352.19.novel29	ENSG00000123352.19	ENST00000549375.5	Control	-57	no_downstream_ejc	1256	1313
ENSG00000123983.16.novel1	ENSG00000123983.16	ENST00000392066.7	NMD	493	effectively_ptc	2236	1743
ENSG00000123989.16.novel2	ENSG00000123989.16	ENST00000243776.11	Control	2277	effectively_ptc	2873	596
ENSG00000124222.24.novel1	ENSG00000124222.24	ENST00000371132.8	NMD	313	effectively_ptc	1536	1223
ENSG00000124275.16.novel1	ENSG00000124275.16	ENST00000440940.7	NMD	1623	effectively_ptc	2009	386
ENSG00000124508.18.novel1	ENSG00000124508.18	ENST00000356709.9	NMD	-591	no_downstream_ejc	1165	1756
ENSG00000125459.19.novel1	ENSG00000125459.19	ENST00000245564.8	Control	-213	truncated_no_ejc	1546	1759
ENSG00000125459.19.novel2	ENSG00000125459.19	ENST00000245564.8	NMD	1120	effectively_ptc	1730	610
ENSG00000125731.14.novel1	ENSG00000125731.14	ENST00000245908.11	Control	-159	truncated_no_ejc	1568	1727
ENSG00000125731.14.novel2	ENSG00000125731.14	ENST00000245908.11	NMD	395	effectively_ptc	2405	2010
ENSG00000125733.19.novel2	ENSG00000125733.19	ENST00000313285.12	NMD	484	effectively_ptc	1610	1126
ENSG00000125753.16.novel1	ENSG00000125753.16	ENST00000245932.11	Control	346	effectively_ptc	1612	1266
ENSG00000125753.16.novel8	ENSG00000125753.16	ENST00000245932.11	NMD	650	effectively_ptc	1843	1193
ENSG00000125812.17.novel1	ENSG00000125812.17	ENST00000338121.10	Control	-247	truncated_no_ejc	2022	2269
ENSG00000125812.17.novel2	ENSG00000125812.17	ENST00000338121.10	NMD	324	effectively_ptc	1814	1490
ENSG00000125821.14.novel1	ENSG00000125821.14	ENST00000377452.4	Control	-294	no_downstream_ejc	550	844
ENSG00000125821.14.novel3	ENSG00000125821.14	ENST00000377452.4	NMD	124	effectively_ptc	741	617
ENSG00000125977.8.novel1	ENSG00000125977.8	ENST00000374980.3	NMD	533	effectively_ptc	1026	493
ENSG00000125977.8.novel28	ENSG00000125977.8	ENST00000374980.3	Control	-123	truncated_no_ejc	884	1007
ENSG00000126070.21.novel1	ENSG00000126070.21	ENST00000373191.9	NMD	62	effectively_ptc	1476	1414
ENSG00000126070.21.novel3	ENSG00000126070.21	ENST00000373191.9	Control	-107	no_downstream_ejc	2785	2892
ENSG00000126214.23.novel1	ENSG00000126214.23	ENST00000389744.8	NMD	91	effectively_ptc	2312	2221
ENSG00000126226.23.novel2	ENSG00000126226.23	ENST00000337344.9	NMD	363	effectively_ptc	2105	1742
ENSG00000126249.8.novel2	ENSG00000126249.8	ENST00000246535.4	Control	1022	effectively_ptc	1234	212
ENSG00000126460.12.novel1	ENSG00000126460.12	ENST00000246794.10	Control	-17	no_downstream_ejc	759	776
ENSG00000126460.12.novel2	ENSG00000126460.12	ENST00000246794.10	NMD	468	effectively_ptc	957	489
ENSG00000126524.13.novel1	ENSG00000126524.13	ENST00000246868.7	Control	-217	truncated_no_ejc	741	958
ENSG00000126787.14.novel6	ENSG00000126787.14	ENST00000247191.7	NMD	391	effectively_ptc	2381	1990
ENSG00000126790.13.novel4	ENSG00000126790.13	ENST00000247194.9	NMD	440	effectively_ptc	1418	978
ENSG00000126790.13.novel41	ENSG00000126790.13	ENST00000247194.9	Control	4768	effectively_ptc	5464	696
ENSG00000126858.20.novel9	ENSG00000126858.20	ENST00000333942.10	NMD	227	effectively_ptc	2042	1815
ENSG00000127022.17.novel5	ENSG00000127022.17	ENST00000247461.9	NMD	-208	truncated_no_ejc	721	929
ENSG00000127249.16.novel1	ENSG00000127249.16	ENST00000490925.5	Control	-225	truncated_no_ejc	968	1193
ENSG00000127249.16.novel2	ENSG00000127249.16	ENST00000490925.5	NMD	666	effectively_ptc	3423	2757
ENSG00000127586.18.novel2	ENSG00000127586.18	ENST00000262315.14	NMD	1588	effectively_ptc	2769	1181
ENSG00000128191.18.novel10	ENSG00000128191.18	ENST00000351989.8	NMD	1198	effectively_ptc	2898	1700
ENSG00000128191.18.novel11	ENSG00000128191.18	ENST00000351989.8	Control	-82	no_downstream_ejc	3686	3768
ENSG00000128309.19.novel2	ENSG00000128309.19	ENST00000429360.6	NMD	40	truncated_no_ejc	884	844
ENSG00000128654.15.novel79	ENSG00000128654.15	ENST00000249442.11	NMD	378	effectively_ptc	796	418
ENSG00000128683.15.novel1	ENSG00000128683.15	ENST00000344257.9	NMD	1024	effectively_ptc	2114	1090
ENSG00000128683.15.novel3	ENSG00000128683.15	ENST00000344257.9	Control	-35	no_downstream_ejc	951	986
ENSG00000128928.11.novel1	ENSG00000128928.11	ENST00000487418.8	Control	301	effectively_ptc	1787	1486
ENSG00000128928.11.novel8	ENSG00000128928.11	ENST00000487418.8	NMD	1192	effectively_ptc	1580	388
ENSG00000129071.11.novel2	ENSG00000129071.11	ENST00000429544.7	NMD	399	effectively_ptc	1335	936
ENSG00000129195.17.novel1	ENSG00000129195.17	ENST00000572447.6	NMD	313	effectively_ptc	1183	870
ENSG00000129197.16.novel2	ENSG00000129197.16	ENST00000381209.8	NMD	235	effectively_ptc	1747	1512
ENSG00000129451.13.novel1	ENSG00000129451.13	ENST00000358789.8	NMD	391	effectively_ptc	706	315
ENSG00000129657.17.novel21	ENSG00000129657.17	ENST00000436233.9	NMD	1211	effectively_ptc	2265	1054
ENSG00000130066.17.novel12	ENSG00000130066.17	ENST00000379270.5	Control	1428	effectively_ptc	2102	674
ENSG00000130150.13.novel1	ENSG00000130150.13	ENST00000380492.8	Control	-119	truncated_no_ejc	1183	1302
ENSG00000130150.13.novel4	ENSG00000130150.13	ENST00000380492.8	NMD	167	effectively_ptc	2021	1854
ENSG00000130244.14.novel1	ENSG00000130244.14	ENST00000252530.10	NMD	970	effectively_ptc	1061	91
ENSG00000130244.14.novel5	ENSG00000130244.14	ENST00000252530.10	Control	1043	effectively_ptc	1129	86
ENSG00000130479.12.novel1	ENSG00000130479.12	ENST00000324096.9	NMD	2727	effectively_ptc	3018	291
ENSG00000130517.15.novel2	ENSG00000130517.15	ENST00000269919.11	Control	-87	truncated_no_ejc	628	715
ENSG00000130517.15.novel3	ENSG00000130517.15	ENST00000269919.11	NMD	185	effectively_ptc	941	756
ENSG00000130703.18.novel2	ENSG00000130703.18	ENST00000313733.9	Control	-92	truncated_no_ejc	1064	1156
ENSG00000130703.18.novel3	ENSG00000130703.18	ENST00000313733.9	NMD	577	effectively_ptc	1684	1107
ENSG00000130958.14.novel22	ENSG00000130958.14	ENST00000253270.13	NMD	318	effectively_ptc	929	611
ENSG00000131037.16.novel4	ENSG00000131037.16	ENST00000201647.11	NMD	1944	effectively_ptc	2284	340
ENSG00000131061.16.novel4	ENSG00000131061.16	ENST00000342427.6	NMD	125	effectively_ptc	1978	1853
ENSG00000131067.18.novel2	ENSG00000131067.18	ENST00000336431.10	Control	-162	no_downstream_ejc	1932	2094
ENSG00000131067.18.novel7	ENSG00000131067.18	ENST00000336431.10	NMD	1015	effectively_ptc	1986	971
ENSG00000131389.19.novel1	ENSG00000131389.19	ENST00000622186.5	Control	-188	truncated_no_ejc	793	981
ENSG00000131389.19.novel2	ENSG00000131389.19	ENST00000622186.5	NMD	519	effectively_ptc	1934	1415
ENSG00000131591.19.novel2	ENSG00000131591.19	ENST00000421241.7	Control	-93	no_downstream_ejc	785	878
ENSG00000131746.14.novel1	ENSG00000131746.14	ENST00000254051.11	NMD	1693	effectively_ptc	2445	752
ENSG00000131746.14.novel71	ENSG00000131746.14	ENST00000254051.11	Control	819	effectively_ptc	3150	2331
ENSG00000131773.15.novel1	ENSG00000131773.15	ENST00000704572.1	NMD	119	effectively_ptc	1629	1510
ENSG00000131773.15.novel3	ENSG00000131773.15	ENST00000704572.1	Control	-17	truncated_no_ejc	1356	1373
ENSG00000131966.15.novel1	ENSG00000131966.15	ENST00000254286.9	NMD	517	effectively_ptc	1206	689
ENSG00000132570.16.novel1	ENSG00000132570.16	ENST00000254908.11	NMD	140	effectively_ptc	1102	962
ENSG00000132570.16.novel5	ENSG00000132570.16	ENST00000254908.11	Control	651	effectively_ptc	1419	768
ENSG00000132635.18.novel2	ENSG00000132635.18	ENST00000360652.7	Control	-246	no_downstream_ejc	1574	1820
ENSG00000132635.18.novel6	ENSG00000132635.18	ENST00000360652.7	NMD	484	effectively_ptc	1381	897
ENSG00000132664.14.novel2	ENSG00000132664.14	ENST00000377603.5	NMD	676	effectively_ptc	1622	946
ENSG00000132680.12.novel1	ENSG00000132680.12	ENST00000368321.8	NMD	86	effectively_ptc	1697	1611
ENSG00000132680.12.novel7	ENSG00000132680.12	ENST00000368321.8	Control	-34	truncated_no_ejc	1814	1848
ENSG00000132768.15.novel18	ENSG00000132768.15	ENST00000255108.8	Control	1735	effectively_ptc	2279	544
ENSG00000132842.17.novel29	ENSG00000132842.17	ENST00000255194.11	Control	-163	truncated_no_ejc	964	1127
ENSG00000132842.17.novel3	ENSG00000132842.17	ENST00000255194.11	NMD	1309	effectively_ptc	3471	2162
ENSG00000132879.15.novel1	ENSG00000132879.15	ENST00000251547.10	Control	372	effectively_ptc	897	525
ENSG00000132879.15.novel2	ENSG00000132879.15	ENST00000251547.10	NMD	221	effectively_ptc	1132	911
ENSG00000132950.20.novel1	ENSG00000132950.20	ENST00000382907.8	NMD	204	effectively_ptc	2345	2141
ENSG00000132950.20.novel4	ENSG00000132950.20	ENST00000382907.8	Control	-275	no_downstream_ejc	982	1257
ENSG00000132970.15.novel1	ENSG00000132970.15	ENST00000335327.6	NMD	785	effectively_ptc	1791	1006
ENSG00000133059.19.novel1	ENSG00000133059.19	ENST00000367162.8	NMD	1888	effectively_ptc	2426	538
ENSG00000133114.19.novel7	ENSG00000133114.19	ENST00000379151.9	NMD	475	effectively_ptc	790	315
ENSG00000133313.16.novel9	ENSG00000133313.16	ENST00000324262.9	NMD	887	effectively_ptc	1804	917
ENSG00000133315.13.novel2	ENSG00000133315.13	ENST00000538595.1	NMD	234	effectively_ptc	1705	1471
ENSG00000133433.12.novel1	ENSG00000133433.12	ENST00000290765.9	NMD	499	effectively_ptc	849	350
ENSG00000133433.12.novel2	ENSG00000133433.12	ENST00000290765.9	Control	2400	effectively_ptc	2869	469
ENSG00000133731.11.novel2	ENSG00000133731.11	ENST00000256108.10	NMD	376	effectively_ptc	1272	896
ENSG00000134086.11.novel3	ENSG00000134086.11	ENST00000256474.3	Control	975	effectively_ptc	1728	753
ENSG00000134109.11.novel1	ENSG00000134109.11	ENST00000256497.9	NMD	270	effectively_ptc	1988	1718
ENSG00000134109.11.novel3	ENSG00000134109.11	ENST00000256497.9	Control	1428	effectively_ptc	1578	150
ENSG00000134146.13.novel8	ENSG00000134146.13	ENST00000256538.9	NMD	318	effectively_ptc	1088	770
ENSG00000134285.12.novel8	ENSG00000134285.12	ENST00000550765.6	NMD	-216	no_downstream_ejc	1333	1549
ENSG00000134317.18.novel1	ENSG00000134317.18	ENST00000324907.14	Control	-113	no_downstream_ejc	1955	2068
ENSG00000134317.18.novel4	ENSG00000134317.18	ENST00000324907.14	NMD	986	effectively_ptc	1842	856
ENSG00000134480.18.novel1	ENSG00000134480.18	ENST00000256897.9	NMD	147	effectively_ptc	1004	857
ENSG00000134602.17.novel55	ENSG00000134602.17	ENST00000394334.7	NMD	177	effectively_ptc	1864	1687
ENSG00000134809.10.novel1	ENSG00000134809.10	ENST00000257245.9	NMD	-200	no_downstream_ejc	504	704
ENSG00000134897.15.novel6	ENSG00000134897.15	ENST00000257336.6	NMD	142	effectively_ptc	1758	1616
ENSG00000134996.13.novel1	ENSG00000134996.13	ENST00000346234.7	Control	499	effectively_ptc	969	470
ENSG00000134996.13.novel2	ENSG00000134996.13	ENST00000346234.7	NMD	455	effectively_ptc	1086	631
ENSG00000135040.17.novel1	ENSG00000135040.17	ENST00000361671.10	NMD	1518	effectively_ptc	2487	969
ENSG00000135108.17.novel1	ENSG00000135108.17	ENST00000622495.5	NMD	1220	effectively_ptc	1777	557
ENSG00000135124.17.novel1	ENSG00000135124.17	ENST00000337233.9	NMD	604	effectively_ptc	1394	790
ENSG00000135164.20.novel1	ENSG00000135164.20	ENST00000331242.12	Control	-108	no_downstream_ejc	2769	2877
ENSG00000135241.18.novel2	ENSG00000135241.18	ENST00000257694.13	NMD	261	effectively_ptc	2545	2284
ENSG00000135269.19.novel3	ENSG00000135269.19	ENST00000358204.9	NMD	1523	effectively_ptc	2232	709
ENSG00000135451.14.novel5	ENSG00000135451.14	ENST00000257909.8	NMD	1719	effectively_ptc	2335	616
ENSG00000135503.14.novel1	ENSG00000135503.14	ENST00000257963.9	NMD	123	effectively_ptc	1408	1285
ENSG00000135503.14.novel3	ENSG00000135503.14	ENST00000257963.9	Control	-288	truncated_no_ejc	739	1027
ENSG00000135655.17.novel26	ENSG00000135655.17	ENST00000353364.7	NMD	1981	effectively_ptc	3265	1284
ENSG00000135678.13.novel1	ENSG00000135678.13	ENST00000551568.6	NMD	798	effectively_ptc	1085	287
ENSG00000135678.13.novel2	ENSG00000135678.13	ENST00000551568.6	Control	-159	truncated_no_ejc	874	1033
ENSG00000135953.12.novel1	ENSG00000135953.12	ENST00000258436.10	NMD	134	effectively_ptc	701	567
ENSG00000135953.12.novel4	ENSG00000135953.12	ENST00000258436.10	Control	134	effectively_ptc	602	468
ENSG00000135974.12.novel2	ENSG00000135974.12	ENST00000258457.7	NMD	465	effectively_ptc	850	385
ENSG00000136143.17.novel2	ENSG00000136143.17	ENST00000646932.1	NMD	518	effectively_ptc	1457	939
ENSG00000136144.13.novel5	ENSG00000136144.13	ENST00000378302.7	NMD	739	effectively_ptc	2243	1504
