gene_id	dominant_isoform_id	non_dominant_isoform_id	dom_start_codon	both_valid_atg	dom_scanned_orf_length_nt	comp_scanned_orf_length_nt	dom_stop_codon_type	comp_stop_codon_type	dom_reached_end	comp_reached_end	dom_ptc_distance	comp_ptc_distance	dom_has_ptc	comp_has_ptc	orf_length_diff	n_cds_events	net_shift	net_frame_status
ENSG00000229267	PB.18568.16	PB.18568.21	214963212	TRUE	300	300	TAA	TAA	FALSE	FALSE	-1703	-1703	FALSE	FALSE	0	NA	NA	NA
ENSG00000229267	PB.18568.16	PB.18568.3	214963212	TRUE	300	300	TAA	TAA	FALSE	FALSE	-1703	-1703	FALSE	FALSE	0	NA	NA	NA
ENSG00000229267	PB.18568.16	PB.18568.7	214963212	TRUE	300	300	TAA	TAA	FALSE	FALSE	-1703	-1703	FALSE	FALSE	0	NA	NA	NA
ENSG00000229267	PB.18568.16	PB.18568.17	214963212	TRUE	300	300	TAA	TAA	FALSE	FALSE	-1703	-1703	FALSE	FALSE	0	NA	NA	NA
ENSG00000229267	PB.18568.16	PB.18568.22	214963212	TRUE	300	300	TAA	TAA	FALSE	FALSE	-1703	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000237289	ENST00000437924.5	ENST00000437534.3	43594219	TRUE	387	894	NA	TGA	TRUE	FALSE	NA	1059	NA	TRUE	507	NA	NA	NA
ENSG00000237289	ENST00000437924.5	PB.10492.27	43594219	TRUE	387	1251	NA	TAA	TRUE	FALSE	NA	262	NA	TRUE	864	NA	NA	NA
ENSG00000237289	ENST00000437924.5	PB.10492.31	43594219	TRUE	387	1008	NA	TAA	TRUE	FALSE	NA	1882	NA	TRUE	621	1	93	frame_preserved
ENSG00000237289	ENST00000437924.5	PB.10492.38	43594219	TRUE	387	555	NA	TGA	TRUE	FALSE	NA	2313	NA	TRUE	168	NA	NA	NA
ENSG00000237765	PB.23503.18	PB.23503.13	15687509	TRUE	1440	1440	TAG	TAG	FALSE	FALSE	-1949	-1949	FALSE	FALSE	0	NA	NA	NA
ENSG00000251369	PB.16207.16	ENST00000457177.5	57559682	TRUE	1266	1266	TGA	TGA	FALSE	FALSE	199	520	TRUE	TRUE	0	NA	NA	NA
ENSG00000251369	PB.16207.16	PB.16207.3	57559682	TRUE	1266	1266	TGA	TGA	FALSE	FALSE	199	1453	TRUE	TRUE	0	NA	NA	NA
ENSG00000251369	PB.16207.16	PB.16207.53	57559682	TRUE	1266	1266	TGA	TGA	FALSE	FALSE	199	-1017	TRUE	FALSE	0	NA	NA	NA
ENSG00000251369	PB.16207.16	PB.16207.1	57559682	TRUE	1266	375	TGA	TGA	FALSE	FALSE	199	-126	TRUE	FALSE	-891	1	-1216	frame_disrupted
ENSG00000263513	ENST00000369175.4	PB.1877.2	143971141	TRUE	282	447	TGA	TAA	FALSE	FALSE	-53	-93	FALSE	FALSE	165	1	125	frame_disrupted
ENSG00000263513	ENST00000369175.4	PB.1877.3	143971141	TRUE	282	447	TGA	TAA	FALSE	FALSE	-53	-93	FALSE	FALSE	165	1	125	frame_disrupted
ENSG00000263513	PB.1877.2	ENST00000369175.4	143971141	TRUE	447	282	TAA	TGA	FALSE	FALSE	-93	-53	FALSE	FALSE	-165	1	-125	frame_disrupted
ENSG00000263513	PB.1877.2	PB.1877.3	143971141	TRUE	447	447	TAA	TAA	FALSE	FALSE	-93	-93	FALSE	FALSE	0	1	0	frame_preserved
ENSG00000263961	PB.2802.2	PB.2802.9	206057859	TRUE	432	432	TAA	TAA	FALSE	FALSE	161	NA	TRUE	FALSE	0	1	0	frame_preserved
ENSG00000269713	PB.1970.111	ENST00000906712.1	149082139	TRUE	2533	3333	NA	TAA	TRUE	FALSE	NA	-242	NA	FALSE	800	NA	NA	NA
ENSG00000269713	PB.1970.111	PB.1970.109	149082139	TRUE	2533	2533	NA	NA	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA
ENSG00000269713	PB.1970.111	PB.1970.148	149082139	TRUE	2533	2476	NA	NA	TRUE	TRUE	NA	NA	NA	NA	-57	1	-771	frame_preserved
ENSG00000269713	PB.1970.111	PB.1970.100	149082139	TRUE	2533	2533	NA	NA	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA
ENSG00000269713	PB.1970.111	PB.1970.116	149082139	TRUE	2533	2533	NA	NA	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA
ENSG00000269825	ENST00000706198.1	ENST00000687234.1	52660776	TRUE	183	249	TGA	TAG	FALSE	FALSE	390	19	TRUE	FALSE	66	1	-74	frame_disrupted
ENSG00000269825	ENST00000687234.1	ENST00000706198.1	52660776	TRUE	249	183	TAG	TGA	FALSE	FALSE	19	390	FALSE	TRUE	-66	3	305	frame_disrupted
ENSG00000269834	PB.16072.8	PB.16072.12	52396657	TRUE	453	453	TGA	TGA	FALSE	FALSE	-1064	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000270607	PB.5164.2	PB.5164.4	19713454	TRUE	735	735	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000270607	PB.5164.2	PB.5164.8	19713454	TRUE	735	735	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000270607	PB.5164.2	PB.5164.16	19713454	TRUE	735	735	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000270607	PB.5164.2	PB.5164.11	19713454	TRUE	735	735	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000270607	PB.5164.2	PB.5164.7	19713454	TRUE	735	735	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000272047	ENST00000691867.1	ENST00000648328.1	158170504	TRUE	213	114	TGA	TGA	FALSE	FALSE	-179	2	FALSE	FALSE	-99	1	82	frame_disrupted
ENSG00000275748	ENST00000622165.3	ENST00000626686.2	392990	TRUE	531	543	TAG	TGA	FALSE	FALSE	-273	-19	FALSE	FALSE	12	1	-112	frame_disrupted
ENSG00000275970	ENST00000614917.4	ENST00000620801.4	160310	TRUE	795	861	TAA	TAA	FALSE	FALSE	-213	-213	FALSE	FALSE	66	1	66	frame_preserved
ENSG00000275970	ENST00000614917.4	ENST00000619155.4	160310	TRUE	795	681	TAA	TGA	FALSE	FALSE	-213	279	FALSE	TRUE	-114	3	-445	frame_disrupted
ENSG00000275970	ENST00000619155.4	ENST00000614917.4	160310	TRUE	681	795	TGA	TAA	FALSE	FALSE	279	-213	TRUE	FALSE	114	2	-378	frame_preserved
ENSG00000278032	ENST00000632978.1	ENST00000632516.1	11228	TRUE	123	393	TAG	TGA	FALSE	FALSE	13	-222	FALSE	FALSE	270	1	35	frame_disrupted
ENSG00000278032	ENST00000632516.1	ENST00000632978.1	11228	TRUE	393	123	TGA	TAG	FALSE	FALSE	-222	13	FALSE	FALSE	-270	1	-35	frame_disrupted
ENSG00000278574	ENST00000620508.4	ENST00000619649.4	721604	TRUE	465	444	TAA	TAG	FALSE	FALSE	-180	-159	FALSE	FALSE	-21	1	-600	frame_preserved
ENSG00000278574	ENST00000619649.4	ENST00000620508.4	721604	TRUE	444	465	TAG	TAA	FALSE	FALSE	-159	-180	FALSE	FALSE	21	1	-2326	frame_disrupted
ENSG00000280670	ENST00000924181.1	ENST00000629482.3	45499609	TRUE	432	435	TGA	TGA	FALSE	FALSE	-106	-106	FALSE	FALSE	3	1	3	frame_preserved
ENSG00000280670	ENST00000924181.1	ENST00000626657.2	45499609	TRUE	432	354	TGA	TAA	FALSE	FALSE	-106	31	FALSE	FALSE	-78	2	59	frame_disrupted
ENSG00000280670	ENST00000629482.3	ENST00000626657.2	45499609	TRUE	435	354	TGA	TAA	FALSE	FALSE	-106	31	FALSE	FALSE	-81	1	56	frame_disrupted
ENSG00000280670	ENST00000629482.3	ENST00000924181.1	45499609	TRUE	435	432	TGA	TGA	FALSE	FALSE	-106	-106	FALSE	FALSE	-3	1	-3	frame_preserved
ENSG00000005022	ENST00000879015.1	ENST00000879016.1	119468516	TRUE	873	459	TAA	TAA	FALSE	FALSE	-156	-156	FALSE	FALSE	-414	2	-414	frame_preserved
ENSG00000005022	ENST00000879015.1	ENST00000879017.1	119468516	TRUE	873	888	TAA	TAA	FALSE	FALSE	-156	-156	FALSE	FALSE	15	2	15	frame_preserved
ENSG00000005022	ENST00000879015.1	ENST00000879018.1	119468516	TRUE	873	750	TAA	TAA	FALSE	FALSE	-156	-156	FALSE	FALSE	-123	2	-123	frame_preserved
ENSG00000005486	PB.29433.2	PB.29433.3	75882074	TRUE	669	669	TGA	TGA	FALSE	FALSE	-356	-356	FALSE	FALSE	0	1	0	frame_preserved
ENSG00000010319	PB.21660.35	PB.21660.22	52438196	TRUE	834	834	TAG	TAG	FALSE	FALSE	-469	-469	FALSE	FALSE	0	NA	NA	NA
ENSG00000010319	PB.21660.35	PB.21660.53	52438196	TRUE	834	834	TAG	TAG	FALSE	FALSE	-469	-469	FALSE	FALSE	0	NA	NA	NA
ENSG00000010818	PB.28332.32	PB.28332.28	142770694	TRUE	3294	3294	TGA	TGA	FALSE	FALSE	-823	-823	FALSE	FALSE	0	NA	NA	NA
ENSG00000011332	PB.15599.21	ENST00000438060.5	38222572	TRUE	945	631	TAG	NA	FALSE	TRUE	-69	NA	FALSE	NA	-314	3	-4603	frame_disrupted
ENSG00000013374	ENST00000914412.1	PB.30385.46	151345350	TRUE	1827	1677	TAA	TAA	FALSE	FALSE	-177	-177	FALSE	FALSE	-150	2	-150	frame_preserved
ENSG00000018236	ENST00000551424.5	ENST00000348761.2	40908433	TRUE	188	3021	NA	TGA	TRUE	FALSE	NA	-75	NA	FALSE	2833	1	-33	frame_preserved
ENSG00000018236	ENST00000551424.5	ENST00000548005.5	40908433	TRUE	188	255	NA	NA	TRUE	TRUE	NA	NA	NA	NA	67	NA	NA	NA
ENSG00000025423	ENST00000859665.1	ENST00000859661.1	56773853	TRUE	951	951	TAA	TAA	FALSE	FALSE	-216	-216	FALSE	FALSE	0	NA	NA	NA
ENSG00000025423	ENST00000859665.1	ENST00000859664.1	56773853	TRUE	951	951	TAA	TAA	FALSE	FALSE	-216	-216	FALSE	FALSE	0	NA	NA	NA
ENSG00000025423	ENST00000859661.1	ENST00000859665.1	56773853	TRUE	951	951	TAA	TAA	FALSE	FALSE	-216	-216	FALSE	FALSE	0	NA	NA	NA
ENSG00000025423	ENST00000859661.1	ENST00000859667.1	56773853	TRUE	951	951	TAA	TAA	FALSE	FALSE	-216	-216	FALSE	FALSE	0	NA	NA	NA
ENSG00000028137	PB.218.17	PB.218.11	12167092	TRUE	1383	804	TAA	TAA	FALSE	FALSE	341	187	TRUE	TRUE	-579	3	-113	frame_disrupted
ENSG00000028137	PB.218.17	PB.218.12	12167092	TRUE	1383	1383	TAA	TAA	FALSE	FALSE	341	-279	TRUE	FALSE	0	1	0	frame_preserved
ENSG00000038382	PB.25020.73	PB.25020.72	14498601	TRUE	999	999	TGA	TGA	FALSE	FALSE	-541	-541	FALSE	FALSE	0	NA	NA	NA
ENSG00000038382	PB.25020.73	PB.25020.77	14498601	TRUE	999	999	TGA	TGA	FALSE	FALSE	-541	-541	FALSE	FALSE	0	NA	NA	NA
ENSG00000042493	PB.17213.34	ENST00000951337.1	85402145	TRUE	1044	1188	TGA	TGA	FALSE	FALSE	-64	-208	FALSE	FALSE	144	1	144	frame_preserved
ENSG00000042493	PB.17213.34	PB.17213.30	85402145	TRUE	1044	1044	TGA	TGA	FALSE	FALSE	-64	-64	FALSE	FALSE	0	NA	NA	NA
ENSG00000042493	PB.17213.34	ENST00000880842.1	85402145	TRUE	1044	1044	TGA	TGA	FALSE	FALSE	-64	-64	FALSE	FALSE	0	NA	NA	NA
ENSG00000042493	PB.17213.34	ENST00000880843.1	85402145	TRUE	1044	1044	TGA	TGA	FALSE	FALSE	-64	-64	FALSE	FALSE	0	NA	NA	NA
ENSG00000042493	PB.17213.34	ENST00000918270.1	85402145	TRUE	1044	918	TGA	TGA	FALSE	FALSE	-64	-64	FALSE	FALSE	-126	2	-126	frame_preserved
ENSG00000042493	PB.17213.34	ENST00000918276.1	85402145	TRUE	1044	879	TGA	TGA	FALSE	FALSE	-64	-64	FALSE	FALSE	-165	1	-165	frame_preserved
ENSG00000042493	PB.17213.34	ENST00000951334.1	85402145	TRUE	1044	951	TGA	TGA	FALSE	FALSE	-64	-64	FALSE	FALSE	-93	1	-93	frame_preserved
ENSG00000048707	PB.221.166	PB.221.168	12383039	TRUE	1911	1911	TGA	TGA	FALSE	FALSE	-130	-130	FALSE	FALSE	0	NA	NA	NA
ENSG00000051620	PB.28294.44	PB.28294.16	138419594	TRUE	381	381	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000051620	PB.28294.44	PB.28294.35	138419594	TRUE	381	381	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000051620	PB.28294.44	PB.28294.36	138419594	TRUE	381	381	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000051620	PB.28294.44	PB.28294.69	138419594	TRUE	381	381	TAA	TAA	FALSE	FALSE	NA	NA	FALSE	FALSE	0	NA	NA	NA
ENSG00000054611	PB.20935.35	PB.20935.36	46762787	TRUE	1113	1551	TGA	TGA	FALSE	FALSE	-99	983	FALSE	TRUE	438	1	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.18	46762787	TRUE	1113	1203	TGA	TGA	FALSE	FALSE	-99	1203	FALSE	TRUE	90	1	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.43	46762787	TRUE	1113	1551	TGA	TGA	FALSE	FALSE	-99	983	FALSE	TRUE	438	1	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.2	46762787	TRUE	1113	1551	TGA	TGA	FALSE	FALSE	-99	983	FALSE	TRUE	438	1	-952	frame_disrupted
ENSG00000055130	PB.30311.47	PB.30311.18	148730123	TRUE	1317	2328	TAG	TAA	FALSE	FALSE	883	-79	TRUE	FALSE	1011	1	49	frame_disrupted
ENSG00000055130	PB.30311.47	PB.30311.67	148730123	TRUE	1317	2034	TAG	TAA	FALSE	FALSE	883	-79	TRUE	FALSE	717	3	-245	frame_disrupted
ENSG00000055130	PB.30311.47	PB.30311.112	148730123	TRUE	1317	2328	TAG	TAA	FALSE	FALSE	883	-79	TRUE	FALSE	1011	1	49	frame_disrupted
ENSG00000055130	PB.30311.47	ENST00000934516.1	148730123	TRUE	1317	2328	TAG	TAA	FALSE	FALSE	883	-79	TRUE	FALSE	1011	1	49	frame_disrupted
ENSG00000060982	PB.6947.172	ENST00000905149.1	24948932	TRUE	1158	927	TGA	TGA	FALSE	FALSE	-40	-40	FALSE	FALSE	-231	2	-231	frame_preserved
ENSG00000060982	PB.6947.172	PB.6947.125	24948932	TRUE	1158	846	TGA	TGA	FALSE	FALSE	-40	-40	FALSE	FALSE	-312	2	-312	frame_preserved
ENSG00000060982	PB.6947.172	PB.6947.130	24948932	TRUE	1158	1038	TGA	TGA	FALSE	FALSE	-40	530	FALSE	TRUE	-120	1	-120	frame_preserved
ENSG00000064218	PB.31810.4	ENST00000905222.1	977002	TRUE	1416	1416	TAA	TAA	FALSE	FALSE	-963	-963	FALSE	FALSE	0	NA	NA	NA
ENSG00000064218	PB.31810.4	PB.31810.2	977002	TRUE	1416	1416	TAA	TAA	FALSE	FALSE	-963	-963	FALSE	FALSE	0	NA	NA	NA
ENSG00000064218	PB.31810.4	PB.31810.1	977002	TRUE	1416	1416	TAA	TAA	FALSE	FALSE	-963	-963	FALSE	FALSE	0	NA	NA	NA
ENSG00000067177	PB.33944.99	PB.33944.78	72652606	TRUE	2448	2448	TGA	TGA	FALSE	FALSE	-172	-172	FALSE	FALSE	0	NA	NA	NA
ENSG00000067177	PB.33944.99	PB.33944.62	72652606	TRUE	2448	2448	TGA	TGA	FALSE	FALSE	-172	-172	FALSE	FALSE	0	NA	NA	NA
ENSG00000068097	ENST00000587003.5	PB.13608.66	60078914	TRUE	1239	2586	TAG	TAG	FALSE	FALSE	1747	475	TRUE	TRUE	1347	1	-3	frame_preserved
ENSG00000068097	ENST00000587003.5	PB.13608.83	60078914	TRUE	1239	2673	TAG	TAG	FALSE	FALSE	1747	-127	TRUE	FALSE	1434	1	-3	frame_preserved
ENSG00000068097	ENST00000587003.5	PB.13608.47	60078914	TRUE	1239	3435	TAG	TGA	FALSE	FALSE	1747	-570	TRUE	FALSE	2196	2	-111	frame_preserved
ENSG00000068724	ENST00000937409.1	ENST00000394850.6	46941542	TRUE	2190	2646	TGA	TGA	FALSE	FALSE	-220	-220	FALSE	FALSE	456	5	456	frame_preserved
ENSG00000068724	ENST00000937409.1	ENST00000937410.1	46941542	TRUE	2190	2352	TGA	TGA	FALSE	FALSE	-220	-220	FALSE	FALSE	162	6	162	frame_preserved
ENSG00000068724	ENST00000937409.1	PB.16804.18	46941542	TRUE	2190	420	TGA	TGA	FALSE	FALSE	-220	-237	FALSE	FALSE	-1770	2	-124003	frame_disrupted
ENSG00000068724	ENST00000937409.1	PB.16804.15	46941542	TRUE	2190	2166	TGA	TGA	FALSE	FALSE	-220	-248	FALSE	FALSE	-24	5	-23438	frame_disrupted
ENSG00000072958	ENST00000444449.6	PB.15234.10	16198027	TRUE	1305	1224	TGA	TGA	FALSE	FALSE	-21	-178	FALSE	FALSE	-81	2	-36	frame_preserved
ENSG00000072958	PB.15234.10	ENST00000444449.6	16198027	TRUE	1224	1305	TGA	TGA	FALSE	FALSE	-178	-21	FALSE	FALSE	81	2	36	frame_preserved
ENSG00000073350	PB.13841.307	PB.13841.297	75558180	TRUE	2787	2949	TGA	TGA	FALSE	FALSE	171	-152	TRUE	FALSE	162	1	-102	frame_preserved
ENSG00000073350	PB.13841.307	PB.13841.360	75558180	TRUE	2787	2859	TGA	TGA	FALSE	FALSE	171	-3	TRUE	FALSE	72	1	-102	frame_preserved
ENSG00000073350	PB.13841.307	PB.13841.369	75558180	TRUE	2787	2847	TGA	TGA	FALSE	FALSE	171	-34	TRUE	FALSE	60	1	-102	frame_preserved
ENSG00000073921	PB.5978.408	PB.5978.409	86068780	TRUE	1908	1770	TAA	TAA	FALSE	FALSE	12	-13	FALSE	FALSE	-138	3	-163	frame_disrupted
ENSG00000073921	PB.5978.408	PB.5978.494	86068780	TRUE	1908	1830	TAA	TAA	FALSE	FALSE	12	-13	FALSE	FALSE	-78	1	-103	frame_disrupted
ENSG00000073921	PB.5978.107	ENST00000890397.1	86068780	TRUE	1791	1626	TAA	TAA	FALSE	FALSE	-13	-13	FALSE	FALSE	-165	2	-165	frame_preserved
ENSG00000073921	PB.5978.107	ENST00000890409.1	86068780	TRUE	1791	1959	TAA	TAA	FALSE	FALSE	-13	-13	FALSE	FALSE	168	3	168	frame_preserved
ENSG00000073921	PB.5978.107	ENST00000890413.1	86068780	TRUE	1791	1638	TAA	TAA	FALSE	FALSE	-13	-13	FALSE	FALSE	-153	3	-153	frame_preserved
ENSG00000073921	PB.5978.107	PB.5978.110	86068780	TRUE	1791	1965	TAA	TAA	FALSE	FALSE	-13	-13	FALSE	FALSE	174	2	174	frame_preserved
ENSG00000075188	ENST00000915157.1	PB.7842.11	102118518	TRUE	921	996	TAA	TGA	FALSE	FALSE	-112	-130	FALSE	FALSE	75	2	-222	frame_preserved
ENSG00000075188	ENST00000915157.1	PB.7842.5	102118518	TRUE	921	978	TAA	TAA	FALSE	FALSE	-112	-112	FALSE	FALSE	57	1	57	frame_preserved
ENSG00000078902	PB.4869.29	PB.4869.47	1309498	TRUE	822	303	TAG	TGA	FALSE	FALSE	44	-9	FALSE	FALSE	-519	4	-315	frame_preserved
ENSG00000078902	PB.4869.29	PB.4869.21	1309498	TRUE	822	576	TAG	TGA	FALSE	FALSE	44	-58	FALSE	FALSE	-246	2	-91	frame_disrupted
ENSG00000078902	PB.4869.29	PB.4869.65	1309498	TRUE	822	918	TAG	TAG	FALSE	FALSE	44	-213	FALSE	FALSE	96	2	96	frame_preserved
ENSG00000078902	PB.4869.29	PB.4869.69	1309498	TRUE	822	822	TAG	TAG	FALSE	FALSE	44	-213	FALSE	FALSE	0	1	0	frame_preserved
ENSG00000078902	PB.4869.29	PB.4869.80	1309498	TRUE	822	693	TAG	TAG	FALSE	FALSE	44	-175	FALSE	FALSE	-129	2	-8657	frame_disrupted
ENSG00000079134	PB.14070.15	PB.14070.11	268019	TRUE	1971	1971	TAG	TAG	FALSE	FALSE	-294	-294	FALSE	FALSE	0	NA	NA	NA
ENSG00000079134	PB.14070.15	PB.14070.6	268019	TRUE	1971	1971	TAG	TAG	FALSE	FALSE	-294	-294	FALSE	FALSE	0	NA	NA	NA
ENSG00000081803	PB.30031.96	PB.30031.9	122554638	TRUE	2484	1818	TGA	TAG	FALSE	FALSE	-172	385	FALSE	TRUE	-666	2	-109	frame_disrupted
ENSG00000084693	PB.16537.8	PB.16537.19	27052959	TRUE	2415	2361	TAG	TAA	FALSE	FALSE	-61	-273	FALSE	FALSE	-54	2	-2586	frame_preserved
ENSG00000084693	PB.16537.8	PB.16537.26	27052959	TRUE	2415	2253	TAG	TAA	FALSE	FALSE	-61	195	FALSE	TRUE	-162	2	134	frame_disrupted
ENSG00000084693	ENST00000889664.1	PB.16537.10	27052959	TRUE	2727	2448	TGA	TGA	FALSE	FALSE	-170	-47	FALSE	FALSE	-279	3	-676	frame_disrupted
ENSG00000084693	ENST00000889664.1	PB.16537.19	27052959	TRUE	2727	2361	TGA	TAA	FALSE	FALSE	-170	-273	FALSE	FALSE	-366	2	-2582	frame_disrupted
ENSG00000084693	ENST00000889664.1	PB.16537.26	27052959	TRUE	2727	2253	TGA	TAA	FALSE	FALSE	-170	195	FALSE	TRUE	-474	2	-69	frame_preserved
ENSG00000084693	ENST00000889664.1	PB.16537.8	27052959	TRUE	2727	2415	TGA	TAG	FALSE	FALSE	-170	-61	FALSE	FALSE	-312	2	-203	frame_disrupted
ENSG00000086666	ENST00000961438.1	ENST00000961417.1	80120345	TRUE	624	624	TGA	TGA	FALSE	FALSE	-147	-147	FALSE	FALSE	0	NA	NA	NA
ENSG00000086666	ENST00000961417.1	ENST00000961438.1	80120345	TRUE	624	624	TGA	TGA	FALSE	FALSE	-147	-147	FALSE	FALSE	0	NA	NA	NA
ENSG00000086666	ENST00000961417.1	ENST00000891430.1	80120345	TRUE	624	624	TGA	TGA	FALSE	FALSE	-147	-147	FALSE	FALSE	0	NA	NA	NA
ENSG00000086666	ENST00000961417.1	ENST00000891431.1	80120345	TRUE	624	624	TGA	TGA	FALSE	FALSE	-147	-147	FALSE	FALSE	0	NA	NA	NA
ENSG00000089127	ENST00000681228.1	ENST00000681934.1	112907040	TRUE	1113	1200	TGA	TGA	FALSE	FALSE	-163	64	FALSE	TRUE	87	2	87	frame_preserved
ENSG00000089127	ENST00000681228.1	ENST00000681505.1	112907040	TRUE	1113	609	TGA	TAA	FALSE	FALSE	-163	381	FALSE	TRUE	-504	2	40	frame_disrupted
ENSG00000089127	ENST00000681228.1	PB.8026.49	112907040	TRUE	1113	774	TGA	TAA	FALSE	FALSE	-163	-174	FALSE	FALSE	-339	5	1272	frame_preserved
ENSG00000089127	ENST00000681228.1	PB.8026.4	112907040	TRUE	1113	1152	TGA	TAA	FALSE	FALSE	-163	-115	FALSE	FALSE	39	2	879	frame_preserved
ENSG00000090061	ENST00000389879.9	PB.10047.31	99492678	TRUE	1740	1704	TAA	TAA	FALSE	FALSE	-624	-624	FALSE	FALSE	-36	1	-36	frame_preserved
ENSG00000090061	ENST00000389879.9	ENST00000555049.5	99492678	TRUE	1740	1134	TAA	TAG	FALSE	FALSE	-624	-18	FALSE	FALSE	-606	1	-2284	frame_disrupted
ENSG00000090061	ENST00000389879.9	PB.10047.2	99492678	TRUE	1740	1740	TAA	TAA	FALSE	FALSE	-624	-624	FALSE	FALSE	0	NA	NA	NA
ENSG00000090273	PB.532.10	ENST00000857408.1	26921849	TRUE	993	411	TAG	TAG	FALSE	FALSE	-50	-50	FALSE	FALSE	-582	4	-582	frame_preserved
ENSG00000090273	PB.532.10	PB.532.25	26921849	TRUE	993	447	TAG	TGA	FALSE	FALSE	-50	256	FALSE	TRUE	-546	2	-20589	frame_preserved
ENSG00000090273	PB.532.10	PB.532.5	26921849	TRUE	993	945	TAG	TGA	FALSE	FALSE	-50	-121	FALSE	FALSE	-48	1	0	frame_preserved
ENSG00000090273	PB.532.10	PB.532.9	26921849	TRUE	993	936	TAG	TGA	FALSE	FALSE	-50	101	FALSE	TRUE	-57	1	0	frame_preserved
ENSG00000091127	PB.29808.126	PB.29808.108	105508512	TRUE	708	741	TAA	TGA	FALSE	FALSE	-226	1177	FALSE	TRUE	33	1	-951	frame_preserved
ENSG00000091127	PB.29808.126	PB.29808.31	105508512	TRUE	708	1440	TAA	TAA	FALSE	FALSE	-226	506	FALSE	TRUE	732	1	-951	frame_preserved
ENSG00000091127	PB.29808.126	PB.29808.56	105508512	TRUE	708	1248	TAA	TAA	FALSE	FALSE	-226	439	FALSE	TRUE	540	1	-951	frame_preserved
ENSG00000091127	PB.29808.126	ENST00000929045.1	105508512	TRUE	708	1875	TAA	TGA	FALSE	FALSE	-226	-135	FALSE	FALSE	1167	1	-951	frame_preserved
ENSG00000091127	PB.29808.126	PB.29808.10	105508512	TRUE	708	1344	TAA	TAA	FALSE	FALSE	-226	431	FALSE	TRUE	636	1	-951	frame_preserved
ENSG00000091583	ENST00000879122.1	ENST00000879123.1	66229379	TRUE	666	315	TAA	TAA	FALSE	FALSE	-54	-54	FALSE	FALSE	-351	3	-351	frame_preserved
ENSG00000091583	ENST00000879122.1	ENST00000879114.1	66229379	TRUE	666	657	TAA	TAA	FALSE	FALSE	-54	-54	FALSE	FALSE	-9	2	-9	frame_preserved
ENSG00000092531	ENST00000561526.5	PB.10461.6	42511847	TRUE	375	633	NA	TAA	TRUE	FALSE	NA	-64	NA	FALSE	258	NA	NA	NA
ENSG00000092531	ENST00000561526.5	PB.10461.33	42511847	TRUE	375	633	NA	TAA	TRUE	FALSE	NA	495	NA	TRUE	258	NA	NA	NA
ENSG00000092978	PB.2932.86	PB.2932.88	217630971	TRUE	1128	1128	TAA	TAA	FALSE	FALSE	-31	-31	FALSE	FALSE	0	NA	NA	NA
ENSG00000092978	PB.2932.86	PB.2932.84	217630971	TRUE	1128	1080	TAA	TAA	FALSE	FALSE	-31	-31	FALSE	FALSE	-48	1	-48	frame_preserved
ENSG00000093072	PB.20347.19	PB.20347.23	17209677	TRUE	1533	1533	TGA	TGA	FALSE	FALSE	-92	-92	FALSE	FALSE	0	NA	NA	NA
ENSG00000099917	ENST00000433831.5	ENST00000263205.11	20507679	TRUE	165	2364	TAG	TAG	FALSE	FALSE	1955	-135	TRUE	FALSE	2199	1	-11	frame_disrupted
ENSG00000099917	ENST00000433831.5	ENST00000853222.1	20507679	TRUE	165	1944	TAG	TAG	FALSE	FALSE	1955	-135	TRUE	FALSE	1779	1	-11	frame_disrupted
ENSG00000099917	ENST00000853222.1	ENST00000263205.11	20507679	TRUE	1944	2364	TAG	TAG	FALSE	FALSE	-135	-135	FALSE	FALSE	420	5	420	frame_preserved
ENSG00000101076	ENST00000457232.5	PB.19496.1	44355805	TRUE	1326	1356	TAG	TAG	FALSE	FALSE	-141	-141	FALSE	FALSE	30	1	30	frame_preserved
ENSG00000101076	ENST00000684046.1	ENST00000681977.1	44401397	FALSE	423	450	TAG	TGA	FALSE	FALSE	-63	-185	NA	NA	27	NA	NA	NA
